clave_alumno,clave_carrera,sexo,prepa,colonia,municipio,ciudad,causa_salida,periodo_act,anio_ingreso_periodo,promedio,promedioxperiodo,promedio_pred,alumnoEnRiesgoBajoRendimiento
7079,2,1,325,,25011.0,Guasave,1,ene-jun,2007,67.14285714285714,68.22372789115646,69.280655,En riesgo
7079,2,1,325,,25011.0,Guasave,1,verano,2007,0.0,51.10661904761905,74.01062,En riesgo
7083,2,1,108,EMILIANO ZAPATA,25009.0,Escuinapa,1,ago-dic,2006,86.57142857142857,80.5080119047619,76.694954,Sin riesgo
7083,2,1,108,EMILIANO ZAPATA,25009.0,Escuinapa,1,ene-jun,2007,88.85714285714286,83.26319992441418,74.95194,Sin riesgo
7085,2,1,112,INFONAVIT JOBORI,25015.0,Guamuchil,1,ago-dic,2006,86.71428571428571,77.16192517006803,76.95894,Sin riesgo
7085,2,1,112,INFONAVIT JOBORI,25015.0,Guamuchil,1,ene-jun,2007,87.42857142857143,83.3862231292517,74.95194,Sin riesgo
7085,2,1,112,INFONAVIT JOBORI,25015.0,Guamuchil,1,verano,2009,90.0,78.05066666666667,80.199,Sin riesgo
7086,2,1,135,EJIDAL,25011.0,Guasave,1,ago-dic,2006,74.42857142857143,52.91556916099773,69.79569,En riesgo
7086,2,1,135,EJIDAL,25011.0,Guasave,1,ene-jun,2007,13.0,44.39383333333333,63.49914,En riesgo
7086,2,1,135,EJIDAL,25011.0,Guasave,1,verano,2010,75.0,72.78,75.30543,Sin riesgo
7087,2,1,108,GABRIEL LEYVA VELAZQUEZ,25009.0,Escuinapa,1,ago-dic,2006,91.85714285714286,78.85464100185526,76.694954,Sin riesgo
7087,2,1,108,GABRIEL LEYVA VELAZQUEZ,25009.0,Escuinapa,1,ene-jun,2007,84.57142857142857,76.71655423280423,74.95194,Sin riesgo
7089,2,1,91,CENTRO,25008.0,La Cruz,1,ago-dic,2006,96.85714285714286,85.22806009070295,79.06489,Sin riesgo
7089,2,1,91,CENTRO,25008.0,La Cruz,1,ene-jun,2007,95.42857142857143,82.19671194255481,77.028366,Sin riesgo
7089,2,1,91,CENTRO,25008.0,La Cruz,1,verano,2007,80.0,85.56547619047619,83.07694,Sin riesgo
7091,2,1,117,SAN FRANCISCO,25006.0,Culiacan,1,ago-dic,2006,86.0,77.48211276455025,74.46068,Sin riesgo
7091,2,1,117,SAN FRANCISCO,25006.0,Culiacan,1,ene-jun,2007,95.28571428571429,84.80325491307634,72.80236,Sin riesgo
7096,2,1,144,EJIDAL,25011.0,Guasave,1,ago-dic,2006,60.285714285714285,75.34476095993953,71.05143,Sin riesgo
7096,2,1,144,EJIDAL,25011.0,Guasave,1,ene-jun,2007,91.2,71.52718333333333,69.536125,Sin riesgo
7098,2,1,112,MAGISTERIO,25015.0,Guamuchil,1,ago-dic,2006,90.71428571428571,89.81029591836733,83.46631,Sin riesgo
7098,2,1,112,MAGISTERIO,25015.0,Guamuchil,1,ene-jun,2007,91.14285714285714,86.60367755102041,81.02402,Sin riesgo
7101,2,1,113,FRACC.,25006.0,Culiacan,1,ago-dic,2006,93.14285714285714,85.90796122448981,73.44091,Sin riesgo
7101,2,1,113,FRACC.,25006.0,Culiacan,1,ene-jun,2007,95.85714285714286,84.7089523809524,72.3308,Sin riesgo
7102,2,1,17,GUADALUPE,25006.0,Culiacan,1,ago-dic,2006,89.0,81.3629576719577,81.36127,Sin riesgo
7102,2,1,17,GUADALUPE,25006.0,Culiacan,1,ene-jun,2007,82.57142857142857,63.911476190476186,79.14073,En riesgo
7102,2,1,17,GUADALUPE,25006.0,Culiacan,1,verano,2007,85.0,81.494,82.740036,Sin riesgo
7105,2,1,112,EJIDAL,25011.0,Guasave,1,ago-dic,2006,88.42857142857143,72.20616962825535,73.86502,Sin riesgo
7105,2,1,112,EJIDAL,25011.0,Guasave,1,ene-jun,2007,73.0,64.39899206349207,71.08675,En riesgo
7105,2,1,112,EJIDAL,25011.0,Guasave,1,verano,2009,77.0,77.40066666666667,77.63322,Sin riesgo
7107,2,1,112,FOVISSSTE PLAYA AZUL,25015.0,Guamuchil,1,ago-dic,2006,87.71428571428571,82.46933333333332,76.95894,Sin riesgo
7107,2,1,112,FOVISSSTE PLAYA AZUL,25015.0,Guamuchil,1,ene-jun,2007,81.28571428571429,66.203820861678,74.95194,En riesgo
7113,2,1,71,BACHIGUALATO,25006.0,Culiacan,1,ago-dic,2006,89.14285714285714,87.35557180650038,73.97931,Sin riesgo
7113,2,1,71,BACHIGUALATO,25006.0,Culiacan,1,ene-jun,2007,85.42857142857143,86.03523869992445,72.109955,Sin riesgo
7113,2,1,71,BACHIGUALATO,25006.0,Culiacan,1,verano,2007,70.0,77.0,77.82431,Sin riesgo
7114,2,1,107,VICENTE,25006.0,Culiacan,1,ago-dic,2006,87.28571428571429,67.96569066515495,76.12509,En riesgo
7114,2,1,107,VICENTE,25006.0,Culiacan,1,ene-jun,2007,72.0,63.589233560090726,74.15489,En riesgo
7114,2,1,107,VICENTE,25006.0,Culiacan,1,verano,2007,75.0,79.52816666666666,78.731575,Sin riesgo
7117,2,1,154,UNIVERSIDAD 94,25011.0,Guasave,1,ago-dic,2006,86.14285714285714,75.35932783446711,77.012566,Sin riesgo
7117,2,1,154,UNIVERSIDAD 94,25011.0,Guasave,1,ene-jun,2007,88.66666666666667,82.30565714285714,79.184654,Sin riesgo
7124,2,1,121,GUADALUPE,25006.0,Culiacan,1,ago-dic,2006,88.0,71.87917142857145,74.16297,Sin riesgo
7124,2,1,121,GUADALUPE,25006.0,Culiacan,1,ene-jun,2007,44.285714285714285,79.28907913832201,73.179565,Sin riesgo
7126,2,1,107,MORELOS,25006.0,Culiacan,1,ago-dic,2006,88.57142857142857,83.45233938019653,76.67239,Sin riesgo
7126,2,1,107,MORELOS,25006.0,Culiacan,1,ene-jun,2007,90.14285714285714,77.83078095238096,74.702194,Sin riesgo
7126,2,1,107,MORELOS,25006.0,Culiacan,1,verano,2009,72.0,73.89366666666666,80.48594,Sin riesgo
7127,2,1,156,SANTA NATALIA,25018.0,Navolato,1,ago-dic,2006,85.42857142857143,72.75584920634923,74.31838,Sin riesgo
7127,2,1,156,SANTA NATALIA,25018.0,Navolato,1,ene-jun,2007,85.28571428571429,77.40351190476187,73.634544,Sin riesgo
7127,2,1,156,SANTA NATALIA,25018.0,Navolato,1,verano,2009,70.0,69.13333333333334,77.69416,En riesgo
7129,2,1,151,MALPICA,25004.0,Concordia,1,ago-dic,2006,81.85714285714286,74.55828004535148,73.55706,Sin riesgo
7129,2,1,151,MALPICA,25004.0,Concordia,1,ene-jun,2007,73.71428571428571,80.00584761904761,73.659,Sin riesgo
7129,2,1,151,MALPICA,25004.0,Concordia,1,verano,2007,70.0,78.40799999999999,77.60319,Sin riesgo
7133,2,1,117,LOMA LINDA,25006.0,Culiacan,1,ago-dic,2006,80.57142857142857,76.13756689342404,72.29368,Sin riesgo
7133,2,1,117,LOMA LINDA,25006.0,Culiacan,1,ene-jun,2007,89.42857142857143,61.33632482993196,70.720055,En riesgo
7133,2,1,117,LOMA LINDA,25006.0,Culiacan,1,verano,2009,70.0,73.22,75.89437,Sin riesgo
7135,2,1,120,CHULAVISTA,25006.0,Culiacan,1,ago-dic,2006,86.42857142857143,68.58612925170068,72.521164,En riesgo
7135,2,1,120,CHULAVISTA,25006.0,Culiacan,1,ene-jun,2007,73.0,63.339199999999984,71.31201,En riesgo
7135,2,1,120,CHULAVISTA,25006.0,Culiacan,1,verano,2009,70.0,74.32,76.56729,Sin riesgo
7136,2,1,162,CENTRO,25004.0,Concordia,1,ago-dic,2006,88.85714285714286,89.68601587301586,78.09336,Sin riesgo
7136,2,1,162,CENTRO,25004.0,Concordia,1,ene-jun,2007,75.28571428571429,85.29877883597882,77.31048,Sin riesgo
7137,2,1,347,CENTRO,25004.0,Concordia,1,ago-dic,2006,84.42857142857143,68.60596636432354,68.76623,En riesgo
7137,2,1,347,CENTRO,25004.0,Concordia,1,ene-jun,2007,74.71428571428571,67.02578571428573,67.983345,En riesgo
7137,2,1,347,CENTRO,25004.0,Concordia,1,verano,2009,75.0,75.0,73.967155,Sin riesgo
7138,2,1,107,FOVISSSTE PLAYA AZUL,25006.0,Culiacan,1,ago-dic,2006,83.14285714285714,78.12364037153324,76.12509,Sin riesgo
7138,2,1,107,FOVISSSTE PLAYA AZUL,25006.0,Culiacan,1,ene-jun,2007,61.142857142857146,80.22821428571429,74.05585,Sin riesgo
7138,2,1,107,FOVISSSTE PLAYA AZUL,25006.0,Culiacan,1,verano,2007,90.0,84.11333333333334,79.93864,Sin riesgo
7139,2,1,349,CENTRO,25012.0,Mazatlan,1,ago-dic,2006,82.14285714285714,57.220232653061224,66.9712,En riesgo
7139,2,1,349,CENTRO,25012.0,Mazatlan,1,ene-jun,2007,70.57142857142857,63.64668707482991,67.70801,En riesgo
7139,2,1,349,CENTRO,25012.0,Mazatlan,1,verano,2008,80.0,75.75885714285715,73.611755,Sin riesgo
7140,2,1,117,ISSSTESIN,25006.0,Culiacan,1,ago-dic,2006,89.57142857142857,80.10387755102042,75.64404,Sin riesgo
7140,2,1,117,ISSSTESIN,25006.0,Culiacan,1,ene-jun,2007,84.57142857142857,79.86081292517008,74.43489,Sin riesgo
7145,2,1,360,CHAPULTEPEC,25006.0,Culiacan,1,ago-dic,2006,70.85714285714286,55.94628571428571,68.74388,En riesgo
7145,2,1,360,CHAPULTEPEC,25006.0,Culiacan,1,ene-jun,2007,92.16666666666667,80.08505555555556,69.48069,Sin riesgo
7147,0,1,26,CANACO,25006.0,Culiacan,1,ago-dic,2006,55.833333333333336,70.94668253968257,68.886,Sin riesgo
7147,0,1,26,CANACO,25006.0,Culiacan,1,ene-jun,2007,51.666666666666664,58.72499603174602,65.345215,En riesgo
7147,0,1,26,CANACO,25006.0,Culiacan,1,verano,2007,81.0,18.512305555555557,63.889057,En riesgo
7150,4,1,31,STANZA SOLARE,25006.0,Culiacan,1,ago-dic,2006,65.16666666666667,59.18795714285715,68.746796,En riesgo
7150,4,1,31,STANZA SOLARE,25006.0,Culiacan,1,ene-jun,2007,76.6,56.26396473922903,65.07388,En riesgo
7151,4,1,127,CALDERON,25018.0,Navolato,1,ago-dic,2006,82.0,63.89235000000001,67.18181,En riesgo
7151,4,1,127,CALDERON,25018.0,Navolato,1,ene-jun,2007,82.5,54.96208333333334,66.34854,En riesgo
7151,4,1,127,CALDERON,25018.0,Navolato,1,verano,2010,84.5,84.36333333333332,78.99742,Sin riesgo
7155,0,1,26,SALVADOR,25006.0,Culiacan,1,ago-dic,2006,70.83333333333333,52.526627777777776,62.92727,En riesgo
7155,0,1,26,SALVADOR,25006.0,Culiacan,1,ene-jun,2007,83.4,78.95399523809527,71.22085,Sin riesgo
7155,0,1,26,SALVADOR,25006.0,Culiacan,1,verano,2007,87.5,78.55833333333334,74.81069,Sin riesgo
7157,4,1,113,JARDIN,25006.0,Culiacan,1,ago-dic,2006,40.666666666666664,71.51506439909298,70.19808,Sin riesgo
7157,4,1,113,JARDIN,25006.0,Culiacan,1,ene-jun,2007,55.833333333333336,63.29737142857142,67.209175,En riesgo
7157,4,1,113,JARDIN,25006.0,Culiacan,1,verano,2009,85.0,79.35,75.68139,Sin riesgo
7158,4,1,113,COLONIA AGRICOLA MEXICO,25002.0,Angostura,1,ago-dic,2006,65.0,73.43757142857142,68.67292,Sin riesgo
7158,4,1,113,COLONIA AGRICOLA MEXICO,25002.0,Angostura,1,ene-jun,2007,59.0,57.96351111111111,66.781136,En riesgo
7164,4,1,145,CENTRO,25011.0,Guasave,1,ago-dic,2006,66.66666666666667,77.18136719576722,73.33671,Sin riesgo
7164,4,1,145,CENTRO,25011.0,Guasave,1,ene-jun,2007,85.4,84.09990793650795,72.564865,Sin riesgo
7164,4,1,145,CENTRO,25011.0,Guasave,1,verano,2010,94.0,87.73666666666668,79.58177,Sin riesgo
7165,0,1,107,UNIVERSIDAD 94,25006.0,Culiacan,1,ago-dic,2006,67.83333333333333,82.50503798185942,79.88836,Sin riesgo
7165,0,1,107,UNIVERSIDAD 94,25006.0,Culiacan,1,ene-jun,2007,87.66666666666667,86.72571020408161,79.625206,Sin riesgo
7165,0,1,107,UNIVERSIDAD 94,25006.0,Culiacan,1,verano,2007,80.0,84.75155952380952,83.6157,Sin riesgo
7171,4,1,117,LOS ANGELES,25006.0,Culiacan,1,ago-dic,2006,78.16666666666667,82.51872222222224,72.52206,Sin riesgo
7171,4,1,117,LOS ANGELES,25006.0,Culiacan,1,ene-jun,2007,81.16666666666667,72.65866025641024,70.03444,Sin riesgo
7174,4,1,131,MIRAMAR,25008.0,La Cruz,1,ago-dic,2006,85.0,77.52787777777776,74.839584,Sin riesgo
7174,4,1,131,MIRAMAR,25008.0,La Cruz,1,ene-jun,2007,85.83333333333333,79.90529033189034,73.81753,Sin riesgo
7176,4,1,61,STANZA SOLARE,25018.0,Navolato,1,ago-dic,2006,68.33333333333333,59.40696190476192,68.59081,En riesgo
7176,4,1,61,STANZA SOLARE,25018.0,Navolato,1,ene-jun,2007,83.4,57.895636961451245,64.9179,En riesgo
7193,4,1,26,LAS MANANITAS,25006.0,Culiacan,1,ago-dic,2006,75.33333333333333,75.03351233766234,74.12927,Sin riesgo
7193,4,1,26,LAS MANANITAS,25006.0,Culiacan,1,ene-jun,2007,76.8,51.09685079365078,63.708466,En riesgo
7193,4,1,26,LAS MANANITAS,25006.0,Culiacan,1,verano,2010,85.0,81.77,80.17321,Sin riesgo
7194,0,1,26,LOS ANGELES,25006.0,Culiacan,1,ago-dic,2006,88.16666666666667,83.85189682539679,74.186935,Sin riesgo
7194,0,1,26,LOS ANGELES,25006.0,Culiacan,1,ene-jun,2007,79.16666666666667,71.02286349206346,72.35714,Sin riesgo
7194,0,1,26,LOS ANGELES,25006.0,Culiacan,1,verano,2009,87.5,82.24454444444444,77.83419,Sin riesgo
7199,4,1,107,COUNTRY,25006.0,Culiacan,1,ago-dic,2006,90.66666666666667,78.66579591836735,74.526146,Sin riesgo
7199,4,1,107,COUNTRY,25006.0,Culiacan,1,ene-jun,2007,79.33333333333333,68.61998148148146,71.65598,En riesgo
7199,4,1,107,COUNTRY,25006.0,Culiacan,1,verano,2008,100.0,90.73666666666666,81.116295,Sin riesgo
7202,4,1,26,EJIDAL,25006.0,Culiacan,1,ago-dic,2006,58.333333333333336,58.636642857142846,70.54884,En riesgo
7202,4,1,26,EJIDAL,25006.0,Culiacan,1,ene-jun,2007,64.33333333333333,64.83744444444443,68.04604,En riesgo
7202,4,1,26,EJIDAL,25006.0,Culiacan,1,verano,2010,78.5,77.48733333333332,77.22921,Sin riesgo
7203,4,2,117,EL WALAMO,25006.0,Culiacan,1,ago-dic,2006,89.33333333333333,75.8846761904762,75.694214,Sin riesgo
7203,4,2,117,EL WALAMO,25006.0,Culiacan,1,ene-jun,2007,66.16666666666667,64.91034126984127,73.89053,En riesgo
7203,4,2,117,EL WALAMO,25006.0,Culiacan,1,verano,2010,89.5,86.91330555555557,81.83837,Sin riesgo
7206,4,1,112,JUAREZ,25015.0,Guamuchil,1,ago-dic,2006,77.33333333333333,71.67686111111112,76.10991,Sin riesgo
7206,4,1,112,JUAREZ,25015.0,Guamuchil,1,ene-jun,2007,78.2,73.87869523809522,73.20295,Sin riesgo
7206,4,1,112,JUAREZ,25015.0,Guamuchil,1,verano,2010,94.5,81.976,81.548904,Sin riesgo
7207,4,1,112,MORELOS,25015.0,Guamuchil,1,ago-dic,2006,89.0,85.08879523809524,76.65721,Sin riesgo
7207,4,1,112,MORELOS,25015.0,Guamuchil,1,ene-jun,2007,82.16666666666667,83.61766043083898,73.75025,Sin riesgo
7214,4,1,117,21 DE MARZO,25006.0,Culiacan,1,ago-dic,2006,89.16666666666667,81.28268888888886,72.44661,Sin riesgo
7214,4,1,117,21 DE MARZO,25006.0,Culiacan,1,ene-jun,2007,80.33333333333333,73.8966365079365,70.43654,Sin riesgo
7214,4,1,117,21 DE MARZO,25006.0,Culiacan,1,verano,2010,80.0,78.75,78.69167,Sin riesgo
7220,4,1,84,TOLEDO,25006.0,Culiacan,1,ago-dic,2006,50.333333333333336,64.44719047619046,69.92059,En riesgo
7220,4,1,84,TOLEDO,25006.0,Culiacan,1,ene-jun,2007,69.33333333333333,62.1016,66.94068,En riesgo
7220,4,1,84,TOLEDO,25006.0,Culiacan,1,verano,2008,70.0,71.66,76.925125,Sin riesgo
7222,4,1,26,FRACC.,25006.0,Culiacan,1,ago-dic,2006,62.833333333333336,73.802545983646,72.87686,Sin riesgo
7222,4,1,26,FRACC.,25006.0,Culiacan,1,ene-jun,2007,63.333333333333336,71.21721031746034,69.89695,Sin riesgo
7222,4,1,26,FRACC.,25006.0,Culiacan,1,verano,2008,70.0,82.72333333333334,78.9208,Sin riesgo
7224,4,1,107,SAN RAFAEL,25006.0,Culiacan,1,ago-dic,2006,80.5,70.68626984126986,75.196945,Sin riesgo
7224,4,1,107,SAN RAFAEL,25006.0,Culiacan,1,ene-jun,2007,70.83333333333333,59.85730328798189,72.32678,En riesgo
7225,4,1,66,PALMAYORCA,25013.0,Mocorito,1,ago-dic,2006,80.83333333333333,82.06136111111113,74.16255,Sin riesgo
7225,4,1,66,PALMAYORCA,25013.0,Mocorito,1,ene-jun,2007,71.83333333333333,70.28612460317463,70.130516,Sin riesgo
7225,4,1,66,PALMAYORCA,25013.0,Mocorito,1,verano,2009,77.0,76.81,79.024864,Sin riesgo
7226,4,1,143,ANGOSTURA,25002.0,Angostura,1,ago-dic,2006,69.0,78.35492751322751,74.12516,Sin riesgo
7226,4,1,143,ANGOSTURA,25002.0,Angostura,1,ene-jun,2007,62.833333333333336,70.81572380952382,71.733986,Sin riesgo
7226,4,1,143,ANGOSTURA,25002.0,Angostura,1,verano,2009,76.0,84.77866666666667,80.370224,Sin riesgo
7227,4,1,325,TAMAZULA,25011.0,Guasave,1,ago-dic,2006,66.5,67.73501349206349,69.11546,En riesgo
7227,4,1,325,TAMAZULA,25011.0,Guasave,1,ene-jun,2007,51.333333333333336,54.5487738095238,65.24783,En riesgo
7227,4,1,325,TAMAZULA,25011.0,Guasave,1,verano,2010,99.0,88.57,75.88542,Sin riesgo
7234,4,1,99,EJIDAL,25006.0,Culiacan,1,ago-dic,2006,65.66666666666667,74.94482380952381,70.74282,Sin riesgo
7234,4,1,99,EJIDAL,25006.0,Culiacan,1,ene-jun,2007,76.33333333333333,63.44423333333335,68.11228,En riesgo
7234,4,1,99,EJIDAL,25006.0,Culiacan,1,verano,2008,75.0,78.40630952380953,77.48195,Sin riesgo
7239,4,1,70,INFONAVIT BARRANCOS,25006.0,Culiacan,1,ago-dic,2006,53.5,75.43548095238094,73.13028,Sin riesgo
7239,4,1,70,INFONAVIT BARRANCOS,25006.0,Culiacan,1,ene-jun,2007,72.33333333333333,66.97605336356766,70.15037,En riesgo
7239,4,1,70,INFONAVIT BARRANCOS,25006.0,Culiacan,1,verano,2008,70.0,73.41,79.17422,Sin riesgo
7241,4,1,71,EJIDAL,25018.0,Navolato,1,ago-dic,2006,79.16666666666667,81.80764285714285,72.74692,Sin riesgo
7241,4,1,71,EJIDAL,25018.0,Navolato,1,ene-jun,2007,69.5,75.22839999999998,69.767006,Sin riesgo
7241,4,1,71,EJIDAL,25018.0,Navolato,1,verano,2008,75.0,74.47333333333333,78.790855,Sin riesgo
7242,4,1,71,LIBERTAD,25006.0,Culiacan,1,ago-dic,2006,49.833333333333336,70.76053333333333,71.74165,Sin riesgo
7242,4,1,71,LIBERTAD,25006.0,Culiacan,1,ene-jun,2007,51.5,56.648214285714296,68.76174,En riesgo
7242,4,1,71,LIBERTAD,25006.0,Culiacan,1,verano,2008,70.0,72.7,77.78559,Sin riesgo
7249,4,1,121,CAMPESTRE,25006.0,Culiacan,1,ago-dic,2006,52.0,60.92449206349208,71.85187,En riesgo
7249,4,1,121,CAMPESTRE,25006.0,Culiacan,1,ene-jun,2007,76.6,61.77503888888887,70.45807,En riesgo
7249,4,1,121,CAMPESTRE,25006.0,Culiacan,1,verano,2008,70.0,74.10952380952381,78.09693,Sin riesgo
7254,4,1,112,MORELOS,25015.0,Guamuchil,1,ago-dic,2006,67.5,74.87174603174603,76.65721,Sin riesgo
7254,4,1,112,MORELOS,25015.0,Guamuchil,1,ene-jun,2007,51.666666666666664,58.92766439909296,73.75025,En riesgo
7258,4,1,112,CUAUHTEMOC,25015.0,Guamuchil,1,ago-dic,2006,76.16666666666667,80.41887433862433,77.11941,Sin riesgo
7258,4,1,112,CUAUHTEMOC,25015.0,Guamuchil,1,ene-jun,2007,85.8,82.1293761904762,75.087975,Sin riesgo
7259,0,2,107,EL WALAMO,25006.0,Culiacan,1,ago-dic,2006,70.83333333333333,81.06521394557821,79.74805,Sin riesgo
7259,0,2,107,EL WALAMO,25006.0,Culiacan,1,ene-jun,2007,59.6,85.867887755102,78.19571,Sin riesgo
7259,0,2,107,EL WALAMO,25006.0,Culiacan,1,verano,2010,90.0,88.36969016439909,83.05224,Sin riesgo
7260,2,1,154,,25011.0,Guasave,1,ago-dic,2006,91.85714285714286,78.68185804988663,74.54243,Sin riesgo
7260,2,1,154,,25011.0,Guasave,1,ene-jun,2007,62.0,57.335469312169295,73.759544,En riesgo
7260,2,1,154,,25011.0,Guasave,1,verano,2009,82.0,76.48,78.588554,Sin riesgo
7261,0,2,29,NAYARIT,25018.0,Navolato,1,ago-dic,2006,70.83333333333333,73.81475661375663,78.23888,Sin riesgo
7261,0,2,29,NAYARIT,25018.0,Navolato,1,ene-jun,2007,83.2,84.56267724867725,77.32819,Sin riesgo
7261,0,2,29,NAYARIT,25018.0,Navolato,1,verano,2007,90.0,89.72849999999998,81.574524,Sin riesgo
7262,2,1,120,SANTA NATALIA,25006.0,Culiacan,1,ago-dic,2006,75.71428571428571,72.46926077097505,72.29712,Sin riesgo
7262,2,1,120,SANTA NATALIA,25006.0,Culiacan,1,ene-jun,2007,91.28571428571429,81.07498412698415,71.79804,Sin riesgo
7262,2,1,120,SANTA NATALIA,25006.0,Culiacan,1,verano,2008,70.0,68.32266666666666,75.6729,En riesgo
7266,0,1,153,ISSSTESIN,25006.0,Culiacan,1,ago-dic,2006,72.83333333333333,77.29042195767197,76.67839,Sin riesgo
7266,0,1,153,ISSSTESIN,25006.0,Culiacan,1,ene-jun,2007,87.2,79.6821380952381,76.648125,Sin riesgo
7266,0,1,153,ISSSTESIN,25006.0,Culiacan,1,verano,2007,40.0,50.45948412698412,67.6184,En riesgo
7269,4,1,46,EJIDO BATALLON,25018.0,Navolato,1,ago-dic,2006,81.66666666666667,74.60796031746028,72.08472,Sin riesgo
7269,4,1,46,EJIDO BATALLON,25018.0,Navolato,1,ene-jun,2007,80.16666666666667,52.12178174603175,64.52485,En riesgo
7269,4,1,46,EJIDO BATALLON,25018.0,Navolato,1,verano,2008,85.0,82.81333333333332,78.128654,Sin riesgo
7271,5,2,127,COLINAS DEL VALLE,25006.0,Culiacan,1,ago-dic,2006,73.0,79.98370634920634,76.75617,Sin riesgo
7271,5,2,127,COLINAS DEL VALLE,25006.0,Culiacan,1,ene-jun,2007,68.0,75.23731428571426,75.46652,Sin riesgo
7271,5,2,127,COLINAS DEL VALLE,25006.0,Culiacan,1,verano,2009,90.5,89.89027777777777,82.90033,Sin riesgo
7272,3,1,15,CHOIPA,25017.0,Sinaloa de Leyva,1,ago-dic,2006,88.83333333333333,84.5940617724868,83.27485,Sin riesgo
7272,3,1,15,CHOIPA,25017.0,Sinaloa de Leyva,1,ene-jun,2007,84.66666666666667,87.4627388888889,82.33934,Sin riesgo
7272,3,1,15,CHOIPA,25017.0,Sinaloa de Leyva,1,verano,2009,100.0,76.565,85.10914,Sin riesgo
7273,7,1,127,MI PUEBLITO,25018.0,Navolato,1,ago-dic,2006,71.66666666666667,49.51343253968253,54.998478,En riesgo
7273,7,1,127,MI PUEBLITO,25018.0,Navolato,1,ene-jun,2007,49.666666666666664,52.66235555555555,54.959312,En riesgo
7273,7,1,127,MI PUEBLITO,25018.0,Navolato,1,verano,2009,70.0,51.47850555555556,62.967285,En riesgo
7275,7,2,107,FRACC.,25006.0,Culiacan,1,ago-dic,2006,96.66666666666667,93.8252658730159,80.63592,Sin riesgo
7275,7,2,107,FRACC.,25006.0,Culiacan,1,ene-jun,2007,93.33333333333333,92.17961111111111,79.075935,Sin riesgo
7275,7,2,107,FRACC.,25006.0,Culiacan,1,verano,2007,45.0,60.676611111111114,85.19868,En riesgo
7278,7,1,26,SAN MIGUEL,25006.0,Culiacan,1,ago-dic,2006,73.66666666666667,70.15082857142859,70.63054,Sin riesgo
7278,7,1,26,SAN MIGUEL,25006.0,Culiacan,1,ene-jun,2007,29.666666666666668,54.92045185185185,66.96029,En riesgo
7278,7,1,26,SAN MIGUEL,25006.0,Culiacan,1,verano,2007,53.666666666666664,72.56596666666664,77.67896,Sin riesgo
7286,4,1,29,CALDERON,25018.0,Navolato,1,ago-dic,2006,49.0,46.914433333333335,64.33337,En riesgo
7286,4,1,29,CALDERON,25018.0,Navolato,1,ene-jun,2007,44.6,59.739988095238125,63.28225,En riesgo
7286,4,1,29,CALDERON,25018.0,Navolato,1,verano,2010,75.5,73.35933333333334,77.76026,Sin riesgo
7287,7,1,23,PLUTARCO ELIAS CALLES,25006.0,Culiacan,1,ago-dic,2006,92.5,87.92008571428572,78.74861,Sin riesgo
7287,7,1,23,PLUTARCO ELIAS CALLES,25006.0,Culiacan,1,ene-jun,2007,54.666666666666664,78.35668650793652,73.877884,Sin riesgo
7287,7,1,23,PLUTARCO ELIAS CALLES,25006.0,Culiacan,1,verano,2007,90.0,89.12474444444445,83.61008,Sin riesgo
7292,0,2,121,CENTRO,25006.0,Culiacan,1,ago-dic,2006,71.5,67.82005357142857,77.630394,En riesgo
7292,0,2,121,CENTRO,25006.0,Culiacan,1,ene-jun,2007,71.2,67.82005357142857,77.62011,En riesgo
7294,2,1,107,SAN MIGUEL,25006.0,Culiacan,1,ago-dic,2006,90.42857142857143,83.31788097814882,78.53849,Sin riesgo
7294,2,1,107,SAN MIGUEL,25006.0,Culiacan,1,ene-jun,2007,82.28571428571429,78.17394047619045,77.229645,Sin riesgo
7294,2,1,107,SAN MIGUEL,25006.0,Culiacan,1,verano,2010,95.0,78.14023809523809,81.35659,Sin riesgo
7298,6,1,27,MONTSERRAT,25006.0,Culiacan,1,ago-dic,2006,48.5,68.65013809523809,71.099785,En riesgo
7298,6,1,27,MONTSERRAT,25006.0,Culiacan,1,ene-jun,2007,58.75,65.6969343915344,69.6596,En riesgo
7298,6,1,27,MONTSERRAT,25006.0,Culiacan,1,verano,2008,70.0,72.11,76.68087,Sin riesgo
7311,0,2,29,,25018.0,Navolato,1,ago-dic,2006,76.0,75.33968231292516,78.23888,Sin riesgo
7311,0,2,29,,25018.0,Navolato,1,ene-jun,2007,70.83333333333333,73.630689569161,77.32819,Sin riesgo
7315,0,2,117,MORELOS,25006.0,Culiacan,1,ago-dic,2006,70.0,70.99797619047618,76.04951,Sin riesgo
7315,0,2,117,MORELOS,25006.0,Culiacan,1,ene-jun,2007,82.8,86.55468571428575,79.18119,Sin riesgo
7315,0,2,117,MORELOS,25006.0,Culiacan,1,verano,2009,50.0,72.37114285714287,80.00943,Sin riesgo
7319,0,1,107,BUGAMBILIAS,25006.0,Culiacan,1,ago-dic,2006,74.5,87.91358333333334,82.43923,Sin riesgo
7319,0,1,107,BUGAMBILIAS,25006.0,Culiacan,1,ene-jun,2007,91.8,90.75416213151927,82.93768,Sin riesgo
7319,0,1,107,BUGAMBILIAS,25006.0,Culiacan,1,verano,2007,80.0,83.71623015873016,86.01921,Sin riesgo
7342,7,1,77,FRACC.,25006.0,Culiacan,1,ago-dic,2007,78.0,68.19327301587302,75.67696,En riesgo
