clave_alumno,clave_carrera,sexo,prepa,colonia,municipio,ciudad,causa_salida,nombre,corto,periodo_act,anio_ingreso_periodo,promedio,escuela,promedioxperiodo,promedio_pred
7553,4,1,45,CENTRO,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,63.833333333333336,COBAES 45(PROFR.ALEJANDRO CAL),68.99816984126986,75.77835
7553,4,1,45,CENTRO,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,81.6,COBAES 45(PROFR.ALEJANDRO CAL),68.99816984126986,75.77835
7553,4,1,45,CENTRO,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2008,79.8,COBAES 45(PROFR.ALEJANDRO CAL),68.61963492063494,74.85142
7553,4,1,45,CENTRO,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2009,78.2,COBAES 45(PROFR.ALEJANDRO CAL),68.61963492063494,74.85142
7553,4,1,45,CENTRO,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,53.333333333333336,COBAES 45(PROFR.ALEJANDRO CAL),68.61963492063494,74.85142
7553,4,1,45,CENTRO,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,verano,2008,70.0,COBAES 45(PROFR.ALEJANDRO CAL),72.48,79.89976
7554,4,1,14,MORELOS,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2007,90.33333333333333,COBAES 14(PROFRA.IGNACIA ARRA),92.03054988662132,86.98693
7554,4,1,14,MORELOS,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2008,89.16666666666667,COBAES 14(PROFRA.IGNACIA ARRA),92.03054988662132,86.98693
7554,4,1,14,MORELOS,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,93.14285714285714,COBAES 14(PROFRA.IGNACIA ARRA),92.03054988662132,86.98693
7554,4,1,14,MORELOS,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,95.25,COBAES 14(PROFRA.IGNACIA ARRA),92.03054988662132,86.98693
7554,4,1,14,MORELOS,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2008,84.16666666666667,COBAES 14(PROFRA.IGNACIA ARRA),90.27757936507936,85.11381
7554,4,1,14,MORELOS,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2009,78.0,COBAES 14(PROFRA.IGNACIA ARRA),90.27757936507936,85.11381
7554,4,1,14,MORELOS,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,98.33333333333333,COBAES 14(PROFRA.IGNACIA ARRA),90.27757936507936,85.11381
7555,4,1,10,REPUBLICA MEXICANA,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2007,70.0,COBAES 10(ING. FEDERICO DELGA),82.89575829725831,82.31097
7555,4,1,10,REPUBLICA MEXICANA,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2008,81.5,COBAES 10(ING. FEDERICO DELGA),82.89575829725831,82.31097
7555,4,1,10,REPUBLICA MEXICANA,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,83.16666666666667,COBAES 10(ING. FEDERICO DELGA),82.89575829725831,82.31097
7555,4,1,10,REPUBLICA MEXICANA,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,92.66666666666667,COBAES 10(ING. FEDERICO DELGA),82.89575829725831,82.31097
7555,4,1,10,REPUBLICA MEXICANA,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2008,87.0,COBAES 10(ING. FEDERICO DELGA),86.86081428571431,81.1076
7555,4,1,10,REPUBLICA MEXICANA,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2009,87.8,COBAES 10(ING. FEDERICO DELGA),86.86081428571431,81.1076
7555,4,1,10,REPUBLICA MEXICANA,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,83.6,COBAES 10(ING. FEDERICO DELGA),86.86081428571431,81.1076
7556,4,2,111,CASCADAS,25012.0,Mazatlan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2007,74.33333333333333,C.B.T.I.S. 51,87.58623015873019,86.822876
7556,4,2,111,CASCADAS,25012.0,Mazatlan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2008,91.0,C.B.T.I.S. 51,87.58623015873019,86.822876
7556,4,2,111,CASCADAS,25012.0,Mazatlan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,88.33333333333333,C.B.T.I.S. 51,87.58623015873019,86.822876
7556,4,2,111,CASCADAS,25012.0,Mazatlan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,98.85714285714286,C.B.T.I.S. 51,87.58623015873019,86.822876
7556,4,2,111,CASCADAS,25012.0,Mazatlan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2008,84.66666666666667,C.B.T.I.S. 51,87.91766666666666,85.97215
7556,4,2,111,CASCADAS,25012.0,Mazatlan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2009,89.83333333333333,C.B.T.I.S. 51,87.91766666666666,85.97215
7556,4,2,111,CASCADAS,25012.0,Mazatlan,1,INGENIERIA ELECTRONICA,Electronica,verano,2008,85.0,C.B.T.I.S. 51,89.9571111111111,89.15051
7556,4,2,111,CASCADAS,25012.0,Mazatlan,1,INGENIERIA ELECTRONICA,Electronica,verano,2010,96.5,C.B.T.I.S. 51,89.9571111111111,89.15051
7557,4,1,145,LA CRUZ,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2007,63.666666666666664,Uas (guasave Diurna),74.80577891156462,77.68279
7557,4,1,145,LA CRUZ,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2008,82.5,Uas (guasave Diurna),74.80577891156462,77.68279
7557,4,1,145,LA CRUZ,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,76.85714285714286,Uas (guasave Diurna),74.80577891156462,77.68279
7557,4,1,145,LA CRUZ,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,84.0,Uas (guasave Diurna),74.80577891156462,77.68279
7557,4,1,145,LA CRUZ,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2008,72.4,Uas (guasave Diurna),76.54322857142859,78.77628
7557,4,1,145,LA CRUZ,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2009,75.83333333333333,Uas (guasave Diurna),76.54322857142859,78.77628
7557,4,1,145,LA CRUZ,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,82.5,Uas (guasave Diurna),76.54322857142859,78.77628
7557,4,1,145,LA CRUZ,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,verano,2008,70.0,Uas (guasave Diurna),75.26,81.42383
7558,4,1,112,MILITAR,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2007,68.66666666666667,C.B.T.I.S. 45,78.8432638888889,80.96597
7558,4,1,112,MILITAR,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2008,84.75,C.B.T.I.S. 45,78.8432638888889,80.96597
7558,4,1,112,MILITAR,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,75.33333333333333,C.B.T.I.S. 45,78.8432638888889,80.96597
7558,4,1,112,MILITAR,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,86.0,C.B.T.I.S. 45,78.8432638888889,80.96597
7558,4,1,112,MILITAR,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2008,66.83333333333333,C.B.T.I.S. 45,77.8342103174603,80.095856
7558,4,1,112,MILITAR,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2009,83.0,C.B.T.I.S. 45,77.8342103174603,80.095856
7558,4,1,112,MILITAR,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,83.5,C.B.T.I.S. 45,77.8342103174603,80.095856
7558,4,1,112,MILITAR,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,verano,2010,85.0,C.B.T.I.S. 45,85.10999999999999,85.34726
7560,4,1,127,YAMAGUCHI,25018.0,Navolato,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2007,74.66666666666667,UAS (NAVOLATO),78.52847619047614,79.8837
7560,4,1,127,YAMAGUCHI,25018.0,Navolato,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2008,72.5,UAS (NAVOLATO),78.52847619047614,79.8837
7560,4,1,127,YAMAGUCHI,25018.0,Navolato,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,68.66666666666667,UAS (NAVOLATO),78.52847619047614,79.8837
7560,4,1,127,YAMAGUCHI,25018.0,Navolato,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,92.66666666666667,UAS (NAVOLATO),78.52847619047614,79.8837
7560,4,1,127,YAMAGUCHI,25018.0,Navolato,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2008,80.83333333333333,UAS (NAVOLATO),86.3944126984127,79.071075
7560,4,1,127,YAMAGUCHI,25018.0,Navolato,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2009,78.0,UAS (NAVOLATO),86.3944126984127,79.071075
7560,4,1,127,YAMAGUCHI,25018.0,Navolato,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,89.5,UAS (NAVOLATO),86.3944126984127,79.071075
7560,4,1,127,YAMAGUCHI,25018.0,Navolato,1,INGENIERIA ELECTRONICA,Electronica,verano,2008,85.0,UAS (NAVOLATO),90.20900000000002,84.33024
7560,4,1,127,YAMAGUCHI,25018.0,Navolato,1,INGENIERIA ELECTRONICA,Electronica,verano,2009,87.0,UAS (NAVOLATO),90.20900000000002,84.33024
7560,4,1,127,YAMAGUCHI,25018.0,Navolato,1,INGENIERIA ELECTRONICA,Electronica,verano,2010,97.5,UAS (NAVOLATO),90.20900000000002,84.33024
7562,4,1,30,STANZA SOLARE,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2007,63.333333333333336,COBAES 30(ING. JUAN DE DIOS B),63.28115608465609,74.93227
7562,4,1,30,STANZA SOLARE,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2008,48.0,COBAES 30(ING. JUAN DE DIOS B),63.28115608465609,74.93227
7562,4,1,30,STANZA SOLARE,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,70.0,COBAES 30(ING. JUAN DE DIOS B),63.28115608465609,74.93227
7562,4,1,30,STANZA SOLARE,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,72.16666666666667,COBAES 30(ING. JUAN DE DIOS B),63.28115608465609,74.93227
7562,4,1,30,STANZA SOLARE,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2008,78.33333333333333,COBAES 30(ING. JUAN DE DIOS B),71.48340476190475,73.8535
7562,4,1,30,STANZA SOLARE,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2009,64.0,COBAES 30(ING. JUAN DE DIOS B),71.48340476190475,73.8535
7562,4,1,30,STANZA SOLARE,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,79.0,COBAES 30(ING. JUAN DE DIOS B),71.48340476190475,73.8535
7562,4,1,30,STANZA SOLARE,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,verano,2008,80.0,COBAES 30(ING. JUAN DE DIOS B),76.58,79.67747
7563,4,1,141,CENTRO,25013.0,Mocorito,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2007,84.16666666666667,UAS (LAZARO CARDENAS MOCORITO),88.99690714285714,79.6243
7563,4,1,141,CENTRO,25013.0,Mocorito,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2008,88.66666666666667,UAS (LAZARO CARDENAS MOCORITO),88.99690714285714,79.6243
7563,4,1,141,CENTRO,25013.0,Mocorito,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,91.0,UAS (LAZARO CARDENAS MOCORITO),88.99690714285714,79.6243
7563,4,1,141,CENTRO,25013.0,Mocorito,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,92.57142857142857,UAS (LAZARO CARDENAS MOCORITO),88.99690714285714,79.6243
7563,4,1,141,CENTRO,25013.0,Mocorito,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2008,84.16666666666667,UAS (LAZARO CARDENAS MOCORITO),83.93911111111112,79.17736
7563,4,1,141,CENTRO,25013.0,Mocorito,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2009,82.5,UAS (LAZARO CARDENAS MOCORITO),83.93911111111112,79.17736
7563,4,1,141,CENTRO,25013.0,Mocorito,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,87.16666666666667,UAS (LAZARO CARDENAS MOCORITO),83.93911111111112,79.17736
7564,4,1,153,MARGARITAS,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2007,95.83333333333333,C.E.T.I.S. 107,94.30948752834469,80.76629
7564,4,1,153,MARGARITAS,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2008,92.83333333333333,C.E.T.I.S. 107,94.30948752834469,80.76629
7564,4,1,153,MARGARITAS,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,94.66666666666667,C.E.T.I.S. 107,94.30948752834469,80.76629
7564,4,1,153,MARGARITAS,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,96.28571428571429,C.E.T.I.S. 107,94.30948752834469,80.76629
7564,4,1,153,MARGARITAS,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2008,88.33333333333333,C.E.T.I.S. 107,92.900425170068,80.199295
7564,4,1,153,MARGARITAS,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2009,92.16666666666667,C.E.T.I.S. 107,92.900425170068,80.199295
7564,4,1,153,MARGARITAS,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,100.0,C.E.T.I.S. 107,92.900425170068,80.199295
7566,4,1,118,CANACO,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2007,80.0,UAS (CENTRAL DIURNA),82.39279206349207,78.46745
7566,4,1,118,CANACO,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2008,83.83333333333333,UAS (CENTRAL DIURNA),82.39279206349207,78.46745
7566,4,1,118,CANACO,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,84.8,UAS (CENTRAL DIURNA),82.39279206349207,78.46745
7566,4,1,118,CANACO,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,81.16666666666667,UAS (CENTRAL DIURNA),82.39279206349207,78.46745
7566,4,1,118,CANACO,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2008,83.83333333333333,UAS (CENTRAL DIURNA),76.56063492063494,77.54124
7566,4,1,118,CANACO,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2009,68.6,UAS (CENTRAL DIURNA),76.56063492063494,77.54124
7566,4,1,118,CANACO,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,67.0,UAS (CENTRAL DIURNA),76.56063492063494,77.54124
7566,4,1,118,CANACO,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,verano,2010,72.0,UAS (CENTRAL DIURNA),75.56583333333333,82.913994
7567,4,1,144,MAGISTERIO,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2007,91.33333333333333,UAS (GUAMUCHIL),83.74765079365079,82.41195
7567,4,1,144,MAGISTERIO,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2008,82.66666666666667,UAS (GUAMUCHIL),83.74765079365079,82.41195
7567,4,1,144,MAGISTERIO,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,77.33333333333333,UAS (GUAMUCHIL),83.74765079365079,82.41195
7567,4,1,144,MAGISTERIO,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,82.0,UAS (GUAMUCHIL),83.74765079365079,82.41195
7567,4,1,144,MAGISTERIO,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2008,79.5,UAS (GUAMUCHIL),80.75003968253965,81.844955
7567,4,1,144,MAGISTERIO,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2009,80.83333333333333,UAS (GUAMUCHIL),80.75003968253965,81.844955
7567,4,1,144,MAGISTERIO,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,81.57142857142857,UAS (GUAMUCHIL),80.75003968253965,81.844955
7567,4,1,144,MAGISTERIO,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,verano,2008,90.0,UAS (GUAMUCHIL),91.10333333333334,86.737625
7567,4,1,144,MAGISTERIO,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,verano,2009,85.0,UAS (GUAMUCHIL),91.10333333333334,86.737625
7567,4,1,144,MAGISTERIO,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,verano,2010,95.0,UAS (GUAMUCHIL),91.10333333333334,86.737625
7568,4,1,128,SAN LUIS II,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2007,66.16666666666667,UAS (VLADIMIR I. LENIN),63.669876984126994,73.64859
7568,4,1,128,SAN LUIS II,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2008,79.66666666666667,UAS (VLADIMIR I. LENIN),63.669876984126994,73.64859
7568,4,1,128,SAN LUIS II,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,69.33333333333333,UAS (VLADIMIR I. LENIN),63.669876984126994,73.64859
7568,4,1,128,SAN LUIS II,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,45.0,UAS (VLADIMIR I. LENIN),63.669876984126994,73.64859
7568,4,1,128,SAN LUIS II,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2008,71.0,UAS (VLADIMIR I. LENIN),74.23962698412699,72.888374
7568,4,1,128,SAN LUIS II,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2009,68.0,UAS (VLADIMIR I. LENIN),74.23962698412699,72.888374
7568,4,1,128,SAN LUIS II,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,80.5,UAS (VLADIMIR I. LENIN),74.23962698412699,72.888374
7568,4,1,128,SAN LUIS II,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,verano,2008,80.0,UAS (VLADIMIR I. LENIN),79.83333333333333,80.57136
7568,4,1,128,SAN LUIS II,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,verano,2010,78.0,UAS (VLADIMIR I. LENIN),79.83333333333333,80.57136
7569,4,1,112,CUAUHTEMOC,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2007,84.16666666666667,C.B.T.I.S. 45,79.37452645502646,78.07547
7569,4,1,112,CUAUHTEMOC,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2008,79.0,C.B.T.I.S. 45,79.37452645502646,78.07547
7569,4,1,112,CUAUHTEMOC,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,73.14285714285714,C.B.T.I.S. 45,79.37452645502646,78.07547
7569,4,1,112,CUAUHTEMOC,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2008,65.83333333333333,C.B.T.I.S. 45,80.62763492063496,79.813896
7569,4,1,112,CUAUHTEMOC,25015.0,Guamuchil,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,81.14285714285714,C.B.T.I.S. 45,80.62763492063496,79.813896
7570,4,1,121,UNIVERSIDAD 94,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2007,95.83333333333333,UAS (EMILIANO ZAPATA),92.08105555555557,88.16461
7570,4,1,121,UNIVERSIDAD 94,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2008,92.83333333333333,UAS (EMILIANO ZAPATA),92.08105555555557,88.16461
7570,4,1,121,UNIVERSIDAD 94,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,94.66666666666667,UAS (EMILIANO ZAPATA),92.08105555555557,88.16461
7570,4,1,121,UNIVERSIDAD 94,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,96.66666666666667,UAS (EMILIANO ZAPATA),92.08105555555557,88.16461
7570,4,1,121,UNIVERSIDAD 94,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2008,89.16666666666667,UAS (EMILIANO ZAPATA),91.5251746031746,87.3634
7570,4,1,121,UNIVERSIDAD 94,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2009,91.33333333333333,UAS (EMILIANO ZAPATA),91.5251746031746,87.3634
7570,4,1,121,UNIVERSIDAD 94,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,98.33333333333333,UAS (EMILIANO ZAPATA),91.5251746031746,87.3634
7570,4,1,121,UNIVERSIDAD 94,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,verano,2010,100.0,UAS (EMILIANO ZAPATA),95.34900000000002,91.64916
7573,4,2,154,STANZA SOLARE,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2007,82.16666666666667,C.E.T.I.S. 108,87.15695555555556,86.342636
7573,4,2,154,STANZA SOLARE,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2008,95.16666666666667,C.E.T.I.S. 108,87.15695555555556,86.342636
7573,4,2,154,STANZA SOLARE,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,94.66666666666667,C.E.T.I.S. 108,87.15695555555556,86.342636
7573,4,2,154,STANZA SOLARE,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,73.2,C.E.T.I.S. 108,87.15695555555556,86.342636
7573,4,2,154,STANZA SOLARE,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2008,93.33333333333333,C.E.T.I.S. 108,94.03668253968253,85.79504
7573,4,2,154,STANZA SOLARE,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2009,96.33333333333333,C.E.T.I.S. 108,94.03668253968253,85.79504
7573,4,2,154,STANZA SOLARE,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,97.8,C.E.T.I.S. 108,94.03668253968253,85.79504
7573,4,2,154,STANZA SOLARE,25011.0,Guasave,1,INGENIERIA ELECTRONICA,Electronica,verano,2008,90.0,C.E.T.I.S. 108,89.73236507936508,89.572464
7575,4,2,107,HUMAYA,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2007,96.0,C.B.T.I.S. 224,95.3482931972789,91.025406
7575,4,2,107,HUMAYA,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2008,97.2,C.B.T.I.S. 224,95.3482931972789,91.025406
7575,4,2,107,HUMAYA,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,92.5,C.B.T.I.S. 224,95.3482931972789,91.025406
7575,4,2,107,HUMAYA,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,96.42857142857143,C.B.T.I.S. 224,95.3482931972789,91.025406
7575,4,2,107,HUMAYA,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2008,86.33333333333333,C.B.T.I.S. 224,89.36142222222225,90.001236
7575,4,2,107,HUMAYA,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2009,90.33333333333333,C.B.T.I.S. 224,89.36142222222225,90.001236
7575,4,2,107,HUMAYA,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,92.2,C.B.T.I.S. 224,89.36142222222225,90.001236
7575,4,2,107,HUMAYA,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,verano,2008,97.5,C.B.T.I.S. 224,90.99541904761905,92.20931
7575,4,2,107,HUMAYA,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,verano,2010,90.0,C.B.T.I.S. 224,90.99541904761905,92.20931
7576,4,1,160,CENTRO,25013.0,Mocorito,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2007,77.0,CONALEP 119,83.35708333333334,80.46117
7576,4,1,160,CENTRO,25013.0,Mocorito,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2008,68.5,CONALEP 119,83.35708333333334,80.46117
7576,4,1,160,CENTRO,25013.0,Mocorito,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,83.25,CONALEP 119,83.35708333333334,80.46117
7576,4,1,160,CENTRO,25013.0,Mocorito,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,86.5,CONALEP 119,83.35708333333334,80.46117
7576,4,1,160,CENTRO,25013.0,Mocorito,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2008,67.83333333333333,CONALEP 119,72.06824603174606,80.51894
7576,4,1,160,CENTRO,25013.0,Mocorito,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2009,70.83333333333333,CONALEP 119,72.06824603174606,80.51894
7576,4,1,160,CENTRO,25013.0,Mocorito,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,75.0,CONALEP 119,72.06824603174606,80.51894
7576,4,1,160,CENTRO,25013.0,Mocorito,1,INGENIERIA ELECTRONICA,Electronica,verano,2008,80.0,CONALEP 119,88.23833333333336,85.34585
7576,4,1,160,CENTRO,25013.0,Mocorito,1,INGENIERIA ELECTRONICA,Electronica,verano,2010,99.0,CONALEP 119,88.23833333333336,85.34585
7577,4,1,107,LA HIGUERAS,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2007,89.33333333333333,C.B.T.I.S. 224,85.78625396825397,81.887054
7577,4,1,107,LA HIGUERAS,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2008,89.0,C.B.T.I.S. 224,85.78625396825397,81.887054
7577,4,1,107,LA HIGUERAS,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,85.16666666666667,C.B.T.I.S. 224,85.78625396825397,81.887054
7577,4,1,107,LA HIGUERAS,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,98.57142857142857,C.B.T.I.S. 224,85.78625396825397,81.887054
7577,4,1,107,LA HIGUERAS,25006.0,Culiacan,1,INGENIERIA ELECTRONICA,Electronica,ene-jun,2008,79.16666666666667,C.B.T.I.S. 224,87.13418253968251,81.01694
