clave_alumno,clave_carrera,sexo,prepa,colonia,municipio,ciudad,ingreso,termino,causa_salida
7850,6,2,107,Libertad,25006.0,Culiacan,2073.0,,1
7851,6,1,421,Buenos,25006.0,Culiacan,2073.0,,1
7853,6,1,107,FELIPE,25006.0,Culiacan,2073.0,,1
7855,6,1,70,PLUTARCO,25006.0,Culiacan,2073.0,,1
7862,6,1,121,RANCHO,25006.0,Culiacan,2073.0,,1
7864,6,1,153,Universidad 94,25006.0,Culiacan,2073.0,,1
7867,6,1,112,Magisterio,25015.0,Guamuchil,2073.0,,1
7871,6,1,107,El Walamo,25006.0,Culiacan,2073.0,,1
7873,6,1,121,El Walamo,25006.0,Culiacan,2073.0,,1
7875,6,2,107,Villa Union,25006.0,Culiacan,2073.0,,1
7876,6,1,112,Inf.,25011.0,Guasave,2073.0,,1
7877,6,1,153,La Constancia,25006.0,Culiacan,2073.0,,1
7878,6,2,112,Centro,25013.0,Mocorito,2073.0,,1
7879,6,1,37,Jardin,25006.0,Culiacan,2073.0,,1
7880,6,1,121,Primavera,25006.0,Culiacan,2073.0,,1
7882,6,1,0,Fraccionamiento Campestre,25006.0,Culiacan,2073.0,,1
7885,6,1,112,Militar,25015.0,Guamuchil,2073.0,,1
7889,6,2,107,Olas,25006.0,Culiacan,2073.0,,1
7892,6,1,121,INF.,25006.0,Culiacan,2073.0,,1
7894,6,1,430,Insurgentes,25015.0,Guamuchil,2073.0,,1
7904,6,1,71,Rotarismo,25006.0,Culiacan,2073.0,,1
7905,6,1,153,Infonavit Jobori,25006.0,Culiacan,2073.0,,1
7906,6,1,434,VILLA,25006.0,Culiacan,2073.0,,1
7908,6,1,98,Stase,25006.0,Culiacan,2073.0,,1
7913,6,1,107,San Ignacio,25006.0,Culiacan,2073.0,,1
7915,6,2,166,Culiacancito,25006.0,Culiacan,2073.0,,1
7918,6,1,117,REPUBLICA,25006.0,Culiacan,2073.0,,1
7921,6,2,107,Plaza,25006.0,Culiacan,2073.0,,1
7924,6,1,107,VILLA,25006.0,Culiacan,2073.0,,1
7926,6,1,98,San Pedro,25018.0,Navolato,2073.0,,1
7933,6,1,107,Villa del Real,25006.0,Culiacan,2073.0,,1
8370,6,1,0,Montserrat,25006.0,Culiacan,2073.0,,1
8371,6,1,0,Olas,25006.0,Culiacan,2073.0,,1
8376,6,1,0,Ampliacion Ahome,25006.0,Culiacan,2073.0,,1
8379,6,1,0,buenos,25006.0,Culiacan,2073.0,,1
8380,6,1,0,Bachigualato,25006.0,Culiacan,2073.0,,1
8403,6,1,0,FRACC.,25006.0,Culiacan,2073.0,,1
8421,6,1,0,Flamingos,25006.0,Culiacan,2073.0,,1
8488,6,1,0,Canaco,25006.0,Culiacan,2073.0,,1
8823,6,1,107,INF.,25006.0,Culiacan,2083.0,,1
8837,6,1,117,Loma Linda,25006.0,Culiacan,2083.0,,1
9075,6,2,65,Villa del Real,25006.0,Culiacan,2083.0,,1
9076,6,2,107,San Rafael,25006.0,Culiacan,2083.0,,1
9077,6,1,131,Conchas,25008.0,La Cruz,2083.0,,1
9082,6,1,107,Centro,25006.0,Culiacan,2083.0,,1
9083,6,1,26,RANCHO,25006.0,Culiacan,2083.0,,1
9084,6,1,131,San Rafael,25006.0,Culiacan,2083.0,,1
9085,6,1,45,Senderos,25006.0,Culiacan,2083.0,,1
9086,6,1,107,INF.,25006.0,Culiacan,2083.0,,1
9087,6,1,153,Los Robles,25006.0,Culiacan,2083.0,,1
9089,6,2,107,Morelos,25006.0,Culiacan,2083.0,,1
9090,6,1,107,Santa Natalia,25006.0,Culiacan,2083.0,,1
9095,6,1,112,frac.,25015.0,Guamuchil,2083.0,,1
9096,6,1,153,Las Granjas,25006.0,Culiacan,2083.0,,1
9099,6,1,153,El Walamo,25006.0,Culiacan,2083.0,,1
9100,6,2,107,SALVADOR,25006.0,Culiacan,2083.0,,1
9101,6,1,156,Azucarera,25018.0,Navolato,2083.0,,1
9102,6,1,80,Infonavit Jobori,25017.0,Sinaloa de Leyva,2083.0,,1
9106,6,1,26,San Miguel,25006.0,Culiacan,2083.0,,1
9107,6,1,112,San Joaquin,25015.0,Guamuchil,2083.0,,1
9110,6,1,153,VILLAS,25006.0,Culiacan,2083.0,,1
9112,6,2,127,Centro,25018.0,Navolato,2083.0,,1
9114,6,1,156,Chula Vista,25018.0,Navolato,2083.0,,1
9116,6,2,153,SALVADOR,25006.0,Culiacan,2083.0,,1
9119,6,2,153,FOV.,25006.0,Culiacan,2083.0,,1
9122,6,1,488,Libertad,25006.0,Culiacan,2083.0,,1
9124,6,2,26,Guadalupe,25006.0,Culiacan,2083.0,,1
9126,6,1,117,Los Angeles,25006.0,Culiacan,2083.0,,1
9127,6,2,22,Acueducto,25006.0,Culiacan,2083.0,,1
9129,6,1,107,Olas,25006.0,Culiacan,2083.0,,1
9130,6,1,117,Infonavit Jobori,25006.0,Culiacan,2083.0,,1
9134,6,2,45,BELLA,25006.0,Culiacan,2083.0,,1
9136,6,1,153,Universidad 94,25006.0,Culiacan,2083.0,,1
9138,6,1,26,Issstesin,25006.0,Culiacan,2083.0,,1
9139,6,1,107,Stanza Solare,25006.0,Culiacan,2083.0,,1
9141,6,1,70,CAMPO,25006.0,Culiacan,2083.0,,1
9142,6,2,153,Bacurimi,25006.0,Culiacan,2083.0,,1
9150,6,1,65,Infonavit Jobori,25006.0,Culiacan,2083.0,,1
9153,6,1,117,TOLEDO,25006.0,Culiacan,2083.0,,1
9155,6,1,23,Los Angeles,25006.0,Culiacan,2083.0,,1
9156,6,2,97,Fovissste Playa Azul,25006.0,Culiacan,2083.0,,1
9159,6,2,26,FRACC.,25006.0,Culiacan,2083.0,,1
9163,6,1,153,FRACC.,25006.0,Culiacan,2083.0,,1
9164,6,1,123,Libertad,25006.0,Culiacan,2083.0,,1
9165,6,1,134,Senderos,25018.0,Navolato,2083.0,,1
9169,6,1,70,Stanza Solare,25006.0,Culiacan,2083.0,,1
9170,6,1,60,AMP.,25006.0,Culiacan,2083.0,,1
9171,6,1,196,Morelos,25006.0,Culiacan,2083.0,,1
9173,6,2,153,INF.,25006.0,Culiacan,2083.0,,1
9174,6,1,154,El Walamo,25011.0,Guasave,2083.0,,1
9177,6,1,30,JUAN,25006.0,Culiacan,2083.0,,1
9178,6,1,107,Mazatlan Iii,25006.0,Culiacan,2083.0,,1
9179,6,1,154,Olas,25011.0,Guasave,2083.0,,1
9180,6,2,95,Montserrat,25006.0,Culiacan,2083.0,,1
9182,6,1,107,El Walamo,25006.0,Culiacan,2083.0,,1
9183,6,2,107,DIAZ,25006.0,Culiacan,2083.0,,1
9184,6,1,107,IND.,25006.0,Culiacan,2083.0,,1
9185,6,1,26,Plaza,25006.0,Culiacan,2083.0,,1
9186,6,1,26,Ejidal,25006.0,Culiacan,2083.0,,1
9188,6,1,82,FRACC.,25006.0,Culiacan,2083.0,,1
9189,6,1,98,Olas,25006.0,Culiacan,2083.0,,1
9196,6,1,107,Centro,25006.0,Culiacan,2083.0,,1
9197,6,2,107,INF.,25006.0,Culiacan,2083.0,,1
9198,6,1,107,San Rafael,25006.0,Culiacan,2083.0,,1
9199,6,2,153,DIAZ,25006.0,Culiacan,2083.0,,1
9200,6,1,153,FRACC.,25006.0,Culiacan,2083.0,,1
9201,6,1,121,Conchas,25006.0,Culiacan,2083.0,,1
9202,6,2,190,Guadalupe,25006.0,Culiacan,2083.0,,1
9203,6,1,121,El Walamo,25006.0,Culiacan,2083.0,,1
9205,6,1,107,FRACC.,25006.0,Culiacan,2083.0,,1
9438,6,1,0,San Rafael,25006.0,Culiacan,2083.0,,1
9497,6,1,486,Canaco,25006.0,Culiacan,2083.0,,1
9559,6,1,156,Popular,25018.0,Navolato,2091.0,,1
9561,6,1,26,San Miguel,25006.0,Culiacan,2091.0,,1
9564,6,1,22,Campestre,25006.0,Culiacan,2091.0,,1
9569,6,1,14,INF.,25006.0,Culiacan,2091.0,,1
9571,6,2,117,Nuevo Horizonte,25006.0,Culiacan,2091.0,,1
9577,6,1,113,Agricola,25002.0,Angostura,2091.0,,1
9586,6,2,60,MELCHOR,25006.0,Culiacan,2091.0,,1
9593,6,1,123,RUIZ,25006.0,Culiacan,2091.0,,1
9599,6,1,26,FRACC.,25006.0,Culiacan,2091.0,,1
9604,6,1,123,El Walamo,25006.0,Culiacan,2091.0,,1
9605,6,1,153,Canaco,25006.0,Culiacan,2091.0,,1
9608,6,1,119,DIAZ,25006.0,Culiacan,2091.0,,1
9609,6,1,119,DIAZ,25006.0,Culiacan,2091.0,,1
9611,6,1,121,Fovissste Playa Azul,25006.0,Culiacan,2091.0,,1
9612,6,1,0,Los Angeles,25006.0,Culiacan,2091.0,,1
9613,6,1,70,PLUTARCO,25006.0,Culiacan,2091.0,,1
9628,6,1,508,Maralago,25006.0,Culiacan,2091.0,,1
9632,6,1,10,Los Angeles,25006.0,Culiacan,2091.0,,1
9633,6,2,23,FELIPE,25006.0,Culiacan,2091.0,,1
9686,6,1,131,Arroyitos,25008.0,La Cruz,2091.0,,1
9691,6,1,117,TOLEDO,25006.0,Culiacan,2091.0,,1
9692,6,1,0,FRACC,25006.0,Culiacan,2091.0,,1
9693,6,1,480,Canaco,25006.0,Culiacan,2091.0,,1
9695,6,1,153,Infonavit Jobori,25006.0,Culiacan,2091.0,,1
9696,6,1,116,,25013.0,Mocorito,2091.0,,1
9697,6,2,60,Cnop,25006.0,Culiacan,2091.0,,1
9698,6,1,121,VICENTE,25006.0,Culiacan,2091.0,,1
9717,6,1,117,Los Angeles,25006.0,Culiacan,2091.0,,1
10218,6,1,70,Capistrano Ii,25006.0,Culiacan,2093.0,,1
10219,6,1,156,Chula Vista,25018.0,Navolato,2093.0,,1
10220,6,2,129,Solidaridad,25006.0,Culiacan,2093.0,,1
10223,6,1,60,21 DE MARZO,25006.0,Culiacan,2093.0,,1
10225,6,2,65,FRACC.,25006.0,Culiacan,2093.0,,1
10226,6,1,117,San Miguel,25006.0,Culiacan,2093.0,,1
10228,6,2,128,COL. MARIANO ESCOBEDO,25006.0,Culiacan,2093.0,,1
10229,6,1,117,VILLA,25006.0,Culiacan,2093.0,,1
10233,6,1,107,Morelos,25006.0,Culiacan,2093.0,,1
10235,6,1,117,Emiliano Zapata,25006.0,Culiacan,2093.0,,1
10237,6,1,16,Cnop,25006.0,Culiacan,2093.0,,1
10238,6,1,121,FRACC.,25006.0,Culiacan,2093.0,,1
10239,6,1,26,FRACC.,25006.0,Culiacan,2093.0,,1
10240,6,1,27,VILLA,25006.0,Culiacan,2093.0,,1
10241,6,1,121,INF.,25006.0,Culiacan,2093.0,,1
10242,6,1,97,Nuevo,25006.0,Culiacan,2093.0,,1
10244,6,2,112,La Villita,25015.0,Guamuchil,2093.0,,1
10245,6,1,107,VILLA,25006.0,Culiacan,2093.0,,1
10246,6,1,121,INF.,25006.0,Culiacan,2093.0,,1
10247,6,1,153,NAKAYAMA,25006.0,Culiacan,2093.0,,1
10249,6,1,107,Plaza,25006.0,Culiacan,2093.0,,1
10251,6,1,346,Stase,25006.0,Culiacan,2093.0,,1
10252,6,2,10,Centro,25011.0,Guasave,2093.0,,1
10254,6,1,117,PRIV.,25006.0,Culiacan,2093.0,,1
10256,6,1,107,Villas,25006.0,Culiacan,2093.0,,1
10257,6,1,70,Bugambilias,25006.0,Culiacan,2093.0,,1
10258,6,1,27,DIAZ,25006.0,Culiacan,2093.0,,1
10259,6,1,121,Plaza,25006.0,Culiacan,2093.0,,1
10260,6,1,70,Terranova Plus,25006.0,Culiacan,2093.0,,1
10261,6,2,117,Plaza,25006.0,Culiacan,2093.0,,1
10264,6,2,107,Flamingos,25006.0,Culiacan,2093.0,,1
10266,6,1,112,FRACC.,25015.0,Guamuchil,2093.0,,1
10267,6,1,107,Loma Linda,25006.0,Culiacan,2093.0,,1
10268,6,1,107,FRACC.,25006.0,Culiacan,2093.0,,1
10273,6,2,65,Los Angeles,25006.0,Culiacan,2093.0,,1
10275,6,1,26,Los Angeles,25006.0,Culiacan,2093.0,,1
10277,6,2,31,El Cid,25006.0,Culiacan,2093.0,,1
10278,6,1,27,SALVADOR,25006.0,Culiacan,2093.0,,1
10279,6,1,27,Libertad,25006.0,Culiacan,2093.0,,1
10282,6,1,98,VILLA,25006.0,Culiacan,2093.0,,1
10283,6,2,153,INF.,25006.0,Culiacan,2093.0,,1
10284,6,1,91,Centro,25006.0,Culiacan,2093.0,,1
10286,6,1,154,Gabriel Leyva Velazquez,25011.0,Guasave,2093.0,,1
10287,6,1,107,Primavera,25006.0,Culiacan,2093.0,,1
10288,6,2,27,FRACC.,25006.0,Culiacan,2093.0,,1
10290,6,1,117,Libertad,25006.0,Culiacan,2093.0,,1
10292,6,2,107,ROSALES,25006.0,Culiacan,2093.0,,1
10294,6,1,121,Villa del Real,25006.0,Culiacan,2093.0,,1
10295,6,2,154,Loma Linda,25011.0,Guasave,2093.0,,1
10296,6,1,107,21 DE MARZO,25006.0,Culiacan,2093.0,,1
10297,6,1,131,Rotarismo,25006.0,Culiacan,2093.0,,1
10298,6,2,26,Colon,25006.0,Culiacan,2093.0,,1
10300,6,2,107,Los Angeles,25006.0,Culiacan,2093.0,,1
10301,6,1,117,Emiliano Zapata,25006.0,Culiacan,2093.0,,1
10302,6,1,70,BARRANCOS,25006.0,Culiacan,2093.0,,1
10304,6,2,153,Loma Linda,25006.0,Culiacan,2093.0,,1
10306,6,2,153,Nueva Galicia,25006.0,Culiacan,2093.0,,1
10307,6,1,107,El Walamo,25006.0,Culiacan,2093.0,,1
10309,6,1,70,El Milagro,25006.0,Culiacan,2093.0,,1
10310,6,1,153,Stase,25006.0,Culiacan,2093.0,,1
10312,6,1,117,Guadalupe,25006.0,Culiacan,2093.0,,1
10314,6,1,113,Las Granjas,25006.0,Culiacan,2093.0,,1
10316,6,1,26,Urbivillas,25006.0,Culiacan,2093.0,,1
10317,6,1,154,Constitucion,25011.0,Guasave,2093.0,,1
10319,6,2,60,Margaritas,25006.0,Culiacan,2093.0,,1
10321,6,1,32,VILLABONITA,25006.0,Culiacan,2093.0,,1
10322,6,1,121,LOMBARDO,25006.0,Culiacan,2093.0,,1
10324,6,1,153,La Sirena,25006.0,Culiacan,2093.0,,1
10325,6,1,145,Priv Lomas del Bosque,25011.0,Guasave,2093.0,,1
10326,6,1,119,JORGE,25006.0,Culiacan,2093.0,,1
10327,6,1,118,Toledo,25006.0,Culiacan,2093.0,,1
10331,6,1,23,Diaz,25006.0,Culiacan,2093.0,,1
10332,6,1,65,Nuevo,25006.0,Culiacan,2093.0,,1
10333,6,1,26,Infonavit Jobori,25006.0,Culiacan,2093.0,,1
10335,6,1,107,Ferrocarrilera,25006.0,Culiacan,2093.0,,1
10337,6,1,107,Stanza Solare,25006.0,Culiacan,2093.0,,1
10340,6,2,112,Olas,25013.0,Mocorito,2093.0,,1
10342,6,2,26,IND.,25006.0,Culiacan,2093.0,,1
10343,6,1,117,FRACC.,25006.0,Culiacan,2093.0,,1
10459,6,1,0,Culiacancito,25006.0,Culiacan,2093.0,,1
10462,6,1,0,Villa del Real,25006.0,Culiacan,2093.0,,1
10463,6,1,0,Villa Union,25006.0,Culiacan,2093.0,,1
10466,6,1,0,melchor,25006.0,Culiacan,2093.0,,1
10467,6,1,0,Culiacancito,25006.0,Culiacan,2093.0,,1
10470,6,1,0,Culiacancito,25006.0,Culiacan,2093.0,,1
10471,6,2,121,SERVIDOR,25006.0,Culiacan,2093.0,,1
10475,6,1,0,Culiacancito,25006.0,Culiacan,2093.0,,1
10480,6,1,0,fracc.,25006.0,Culiacan,2093.0,,1
10566,6,1,0,Fracc.,25006.0,Culiacan,2093.0,,1
10568,6,1,153,Stase,25006.0,Culiacan,2093.0,,1
10569,6,1,0,La Constancia,25006.0,Culiacan,2093.0,,1
10572,6,2,0,Stanza Solare,25006.0,Culiacan,2093.0,,1
10573,6,1,107,DIAZ,25006.0,Culiacan,2093.0,,1
10581,6,1,66,Los Angeles,25013.0,Mocorito,2093.0,,1
10666,6,1,26,Infonavit Jobori,25006.0,Culiacan,2101.0,,1
10669,6,1,521,Fovissste Playa Azul,25006.0,Culiacan,2101.0,,1
10670,6,1,157,El Walamo,25006.0,Culiacan,2101.0,,1
10675,6,1,422,Loma Linda,25006.0,Culiacan,2101.0,,1
10677,6,1,22,Los Angeles,25006.0,Culiacan,2101.0,,1
10681,6,1,23,Campestre,25006.0,Culiacan,2101.0,,1
10682,6,2,117,FELIPE,25006.0,Culiacan,2101.0,,1
10684,6,1,119,Olas,25006.0,Culiacan,2101.0,,1
10686,6,1,10,Montserrat,25011.0,Guasave,2101.0,,1
10689,6,1,65,Libertad,25006.0,Culiacan,2101.0,,1
10690,6,1,0,amp.,25006.0,Culiacan,2101.0,,1
10692,6,1,27,El Walamo,25006.0,Culiacan,2101.0,,1
10693,6,1,26,Olas,25006.0,Culiacan,2101.0,,1
10718,6,1,124,Campestre,25006.0,Culiacan,2101.0,,1
10728,6,1,70,INF.,25006.0,Culiacan,2101.0,,1
10738,6,2,0,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,2101.0,,1
10739,6,1,0,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,2101.0,,1
10740,6,1,0,,25006.0,Culiacan,2101.0,,1
10749,6,1,117,Fracc.,25006.0,Culiacan,2101.0,,1
10756,6,1,246,Ampliacion Ahome,25018.0,Navolato,2101.0,,1
10759,6,1,26,Nuevo,25006.0,Culiacan,2101.0,,1
10765,6,1,34,CIUDADES HERMANAS,25006.0,Culiacan,2101.0,,1
10852,6,2,27,Campestre,25006.0,Culiacan,2103.0,,1
11105,6,1,26,Canaco,25006.0,Culiacan,2103.0,,1
11271,6,1,127,Alfonso G Calderon,25018.0,Navolato,2103.0,,1
11396,6,1,61,RANCHO,25006.0,Culiacan,2103.0,,1
11570,6,1,117,VICENTE,25006.0,Culiacan,2103.0,,1
11571,6,2,70,Primavera,25006.0,Culiacan,2103.0,,1
11572,6,1,70,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,2103.0,,1
11573,6,1,107,Buenos Aires,25006.0,Culiacan,2103.0,,1
11574,6,1,117,BUENOS AIRES,25006.0,Culiacan,2103.0,,1
11575,6,1,112,Evora,25015.0,Guamuchil,2103.0,,1
11576,6,1,70,RUBEN,25006.0,Culiacan,2103.0,,1
11577,6,1,70,PASEO,25006.0,Culiacan,2103.0,,1
11578,6,1,27,INF.,25006.0,Culiacan,2103.0,,1
11579,6,1,131,Miramar,25008.0,La Cruz,2103.0,,1
11580,6,1,127,Jardin,25018.0,Navolato,2103.0,,1
11581,6,1,107,Loma Linda,25006.0,Culiacan,2103.0,,1
11582,6,1,23,Ferrocarrilera,25006.0,Culiacan,2103.0,,1
11583,6,1,107,Bugambilias,25006.0,Culiacan,2103.0,,1
11584,6,1,70,Pipila,25006.0,Culiacan,2103.0,,1
11585,6,1,107,FRACC.,25006.0,Culiacan,2103.0,,1
11587,6,1,118,Infonavit Jobori,25006.0,Culiacan,2103.0,,1
11588,6,1,98,IND.,25006.0,Culiacan,2103.0,,1
11589,6,1,97,Olas,25006.0,Culiacan,2103.0,,1
11591,6,1,153,FRACC.,25006.0,Culiacan,2103.0,,1
11592,6,2,61,Centro,25018.0,Navolato,2103.0,,1
11594,6,1,112,Angostura,25002.0,Angostura,2103.0,,1
11595,6,1,351,Conchas,25006.0,Culiacan,2103.0,,1
11596,6,1,153,Union de Colonos,25006.0,Culiacan,2103.0,,1
11597,6,1,117,Plaza,25006.0,Culiacan,2103.0,,1
11599,6,2,153,FRACC.,25006.0,Culiacan,2103.0,,1
11600,6,1,156,Ejidal,25018.0,Navolato,2103.0,,1
11602,6,1,131,Infonavit Jobori,25006.0,Culiacan,2103.0,,1
11603,6,2,117,El Dique,25006.0,Culiacan,2103.0,,1
11604,6,1,70,Bachigualato,25006.0,Culiacan,2103.0,,1
11606,6,1,118,PASEO,25006.0,Culiacan,2103.0,,1
11607,6,1,70,Gustavo Diaz Ordaz,25006.0,Culiacan,2103.0,,1
11608,6,2,118,BARRANCOS,25006.0,Culiacan,2103.0,,1
11609,6,1,127,Villa del Real,25018.0,Navolato,2103.0,,1
11610,6,1,127,Antonio Yamaguchi,25018.0,Navolato,2103.0,,1
11612,6,1,118,Emiliano Zapata,25006.0,Culiacan,2103.0,,1
11613,6,1,117,21 DE MARZO,25006.0,Culiacan,2103.0,,1
11614,6,1,27,SALVADOR,25006.0,Culiacan,2103.0,,1
11615,6,1,107,BUENOS AIRES,25006.0,Culiacan,2103.0,,1
11616,6,1,107,INF.Barrancos II,25006.0,Culiacan,2103.0,,1
11617,6,1,153,Infonavit Jobori,25006.0,Culiacan,2103.0,,1
11618,6,2,70,VILLAFONTANA,25006.0,Culiacan,2103.0,,1
11619,6,1,117,Stanza Solare,25006.0,Culiacan,2103.0,,1
11620,6,2,117,Santa Natalia,25006.0,Culiacan,2103.0,,1
11621,6,1,98,Guadalupe,25006.0,Culiacan,2103.0,,1
11622,6,1,117,Emiliano Zapata,25006.0,Culiacan,2103.0,,1
11623,6,1,107,IND.,25006.0,Culiacan,2103.0,,1
11624,6,1,153,Nuevo Culiacan,25006.0,Culiacan,2103.0,,1
11625,6,1,153,Nueva Vizcaya,25006.0,Culiacan,2103.0,,1
11626,6,1,87,El Walamo,25006.0,Culiacan,2103.0,,1
11628,6,1,117,Pipila,25006.0,Culiacan,2103.0,,1
11629,6,1,71,Infonavit Jobori,25006.0,Culiacan,2103.0,,1
11631,6,1,153,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,2103.0,,1
11632,6,1,156,MANUEL,25018.0,Navolato,2103.0,,1
11633,6,1,154,San Joaquin,25006.0,Culiacan,2103.0,,1
11634,6,1,31,San Ignacio,25006.0,Culiacan,2103.0,,1
11635,6,1,107,BARRANCOS,25006.0,Culiacan,2103.0,,1
11636,6,2,117,Stanza Solare,25006.0,Culiacan,2103.0,,1
11638,6,1,153,AMP.,25006.0,Culiacan,2103.0,,1
11639,6,1,118,Cnop,25006.0,Culiacan,2103.0,,1
11640,6,1,27,Prodensa,25006.0,Culiacan,2103.0,,1
11642,6,1,163,San Ignacio,25006.0,Culiacan,2103.0,,1
11644,6,1,107,El Walamo,25006.0,Culiacan,2103.0,,1
11645,6,2,153,FRACC.,25006.0,Culiacan,2103.0,,1
11646,6,1,153,Humaya,25006.0,Culiacan,2103.0,,1
11647,6,1,123,AQUILES SERDAN,25006.0,Culiacan,2103.0,,1
11648,6,1,98,MONTE,25006.0,Culiacan,2103.0,,1
11649,6,2,70,Olas,25006.0,Culiacan,2103.0,,1
11652,6,1,25,Campestre,25006.0,Culiacan,2103.0,,1
11653,6,2,27,Nuevo,25006.0,Culiacan,2103.0,,1
11654,6,1,190,San Francisco,25006.0,Culiacan,2103.0,,1
11655,6,1,26,HACIENDA,25006.0,Culiacan,2103.0,,1
11656,6,1,107,Plaza,25006.0,Culiacan,2103.0,,1
11657,6,1,112,Evora,25015.0,Guamuchil,2103.0,,1
11658,6,2,27,La Higueras,25006.0,Culiacan,2103.0,,1
11659,6,1,154,Ejidal,25011.0,Guasave,2103.0,,1
11660,6,1,107,Popular,25006.0,Culiacan,2103.0,,1
11661,6,1,620,Loma Linda,25006.0,Culiacan,2103.0,,1
11662,6,1,45,Tierra Y Libertad (Las Cañitas),25006.0,Culiacan,2103.0,,1
11663,6,1,120,Guadalupe,25006.0,Culiacan,2103.0,,1
11664,6,1,117,VILLA,25006.0,Culiacan,2103.0,,1
11665,6,1,107,Montserrat,25006.0,Culiacan,2103.0,,1
11667,6,1,107,Guadalupe,25006.0,Culiacan,2103.0,,1
11668,6,1,129,Stanza Solare,25006.0,Culiacan,2103.0,,1
11669,6,1,107,BARRANCOS,25006.0,Culiacan,2103.0,,1
11670,6,2,118,adolfo,25006.0,Culiacan,2103.0,,1
11671,6,1,26,Olas,25006.0,Culiacan,2103.0,,1
11672,6,1,107,San Rafael,25006.0,Culiacan,2103.0,,1
11674,6,1,118,21 DE MARZO,25006.0,Culiacan,2103.0,,1
11676,6,1,20,Centro,25013.0,Mocorito,2103.0,,1
11677,6,1,599,Montserrat,25003.0,Badiraguato,2103.0,,1
11678,6,1,98,San Rafael,25006.0,Culiacan,2103.0,,1
11679,6,1,70,Fovissste Playa Azul,25006.0,Culiacan,2103.0,,1
11680,6,1,107,El Walamo,25006.0,Culiacan,2103.0,,1
11681,6,1,117,Adolfo Lopez Mateos,25006.0,Culiacan,2103.0,,1
11682,6,1,116,Industrial Bravo,25013.0,Mocorito,2103.0,,1
11683,6,1,107,FRACC.,25006.0,Culiacan,2103.0,,1
11686,6,1,121,Vicente Lombardo Toledano,25006.0,Culiacan,2103.0,,1
11687,6,1,118,SERVIDOR,25006.0,Culiacan,2103.0,,1
11690,6,1,27,Infonavit Jobori,25006.0,Culiacan,2103.0,,1
11691,6,1,153,INF.,25006.0,Culiacan,2103.0,,1
11692,6,1,112,Magisterio,25015.0,Guamuchil,2103.0,,1
11693,6,1,20,El Chaleco,25013.0,Mocorito,2103.0,,1
11694,6,1,107,El Toro,25006.0,Culiacan,2103.0,,1
11696,6,1,107,Cnop,25006.0,Culiacan,2103.0,,1
11697,6,1,89,Infonavit Jobori,25006.0,Culiacan,2103.0,,1
11698,6,1,121,Gabriel Leyva Velazquez,25006.0,Culiacan,2103.0,,1
11700,6,2,153,San Luis Ii,25006.0,Culiacan,2103.0,,1
11702,6,1,25,Vicente,25006.0,Culiacan,2103.0,,1
11703,6,1,107,El Walamo,25006.0,Culiacan,2103.0,,1
11704,6,1,163,Prodensa,25006.0,Culiacan,2103.0,,1
11705,6,1,648,La Higueras,25006.0,Culiacan,2103.0,,1
11706,6,1,519,URBI,25006.0,Culiacan,2103.0,,1
11707,6,1,107,Aguajito,25006.0,Culiacan,2103.0,,1
11709,6,1,22,La Higueras,25006.0,Culiacan,2103.0,,1
11711,6,1,117,BARRANCOS,25006.0,Culiacan,2103.0,,1
11712,6,2,27,Acueducto,25006.0,Culiacan,2103.0,,1
11713,6,1,153,VILLAS,25006.0,Culiacan,2103.0,,1
11714,6,1,26,Fracc.,25006.0,Culiacan,2103.0,,1
11715,6,1,107,Los Angeles,25006.0,Culiacan,2103.0,,1
11716,6,1,153,VILLAS,25006.0,Culiacan,2103.0,,1
11719,6,1,27,INF.,25006.0,Culiacan,2103.0,,1
11720,6,1,70,Villa del Real,25006.0,Culiacan,2103.0,,1
11722,6,1,117,La Higueras,25006.0,Culiacan,2103.0,,1
11724,6,1,153,RANCHO,25006.0,Culiacan,2103.0,,1
11725,6,1,116,La Sirena,25018.0,Navolato,2103.0,,1
11726,6,2,31,Centro,25006.0,Culiacan,2103.0,,1
11727,6,1,153,Nuevo Horizonte,25006.0,Culiacan,2103.0,,1
11729,6,1,424,Montserrat,25006.0,Culiacan,2103.0,,1
11730,6,2,153,San Ignacio,25006.0,Culiacan,2103.0,,1
11731,6,1,27,Los Angeles,25006.0,Culiacan,2103.0,,1
11732,6,1,117,Plaza,25006.0,Culiacan,2103.0,,1
11734,6,1,107,San Rafael,25006.0,Culiacan,2103.0,,1
11783,6,1,127,Los Angeles,25018.0,Navolato,2103.0,,1
11784,6,1,662,,25006.0,Culiacan,2103.0,,1
11785,6,2,127,,25018.0,Navolato,2103.0,,1
11787,6,1,127,Santa Natalia,25018.0,Navolato,2103.0,,1
11789,6,1,127,Chula Vista,25018.0,Navolato,2103.0,,1
11790,6,1,156,Valle Verde,25018.0,Navolato,2103.0,,1
11791,6,1,117,Stanza Solare,25006.0,Culiacan,2103.0,,1
11792,6,1,432,,25018.0,Navolato,2103.0,,1
11793,6,1,156,Rincon de Navolato,25018.0,Navolato,2103.0,,1
11794,6,1,662,4 de Marzo,25018.0,Navolato,2103.0,,1
