clave_alumno,clave_carrera,sexo,prepa,colonia,municipio,ciudad,causa_salida,clave,nombre,corto,periodo_act,anio_ingreso_periodo,promedio,promedio_pred,promedioxperiodo,alumnoEnRiesgoBajoRendimiento
6628,0,1,146,CENTRO,25009.0,Escuinapa,1,146,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,65.16666666666667,74.49789,77.58529473304476,Sin riesgo
6628,0,1,146,CENTRO,25009.0,Escuinapa,1,146,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,77.85714285714286,73.48706,70.8159476190476,Sin riesgo
6628,0,1,146,CENTRO,25009.0,Escuinapa,1,146,INGENIERIA INDUSTRIAL,Industrial,verano,2008,75.0,78.245834,83.6310493197279,Sin riesgo
6628,0,1,146,CENTRO,25009.0,Escuinapa,1,146,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,91.28571428571429,75.80624,77.58529473304476,Sin riesgo
6628,0,1,146,CENTRO,25009.0,Escuinapa,1,146,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,71.0,73.73758,70.8159476190476,Sin riesgo
6628,0,1,146,CENTRO,25009.0,Escuinapa,1,146,INGENIERIA INDUSTRIAL,Industrial,verano,2009,87.0,79.554184,83.6310493197279,Sin riesgo
6628,0,1,146,CENTRO,25009.0,Escuinapa,1,146,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,69.16666666666667,77.68128,77.58529473304476,Sin riesgo
6628,0,1,146,CENTRO,25009.0,Escuinapa,1,146,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,71.16666666666667,76.95059,70.8159476190476,Sin riesgo
6628,0,1,146,CENTRO,25009.0,Escuinapa,1,146,INGENIERIA INDUSTRIAL,Industrial,verano,2010,87.0,86.3934,83.6310493197279,Sin riesgo
6630,0,2,26,21 DE MARZO,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2006,77.33333333333333,81.54418,80.48701190476193,Sin riesgo
6630,0,2,26,21 DE MARZO,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,84.16666666666667,79.03323,80.48701190476193,Sin riesgo
6630,0,2,26,21 DE MARZO,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2007,70.0,76.919044,77.28881802721092,Sin riesgo
6630,0,2,26,21 DE MARZO,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,72.83333333333333,79.03323,80.48701190476193,Sin riesgo
6630,0,2,26,21 DE MARZO,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,82.16666666666667,76.72269,77.28881802721092,Sin riesgo
6630,0,2,26,21 DE MARZO,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,87.83333333333333,80.18809,80.48701190476193,Sin riesgo
6630,0,2,26,21 DE MARZO,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,74.85714285714286,76.96852,77.28881802721092,Sin riesgo
6630,0,2,26,21 DE MARZO,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,87.33333333333333,80.999794,80.48701190476193,Sin riesgo
6630,0,2,26,21 DE MARZO,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,83.57142857142857,79.96187,77.28881802721092,Sin riesgo
6630,0,2,26,21 DE MARZO,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,verano,2010,94.5,87.658134,87.36135317460317,Sin riesgo
6635,0,1,112,GUADALUPE,25006.0,Culiacan,1,112,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2006,79.0,79.91039,92.00615056689341,Sin riesgo
6635,0,1,112,GUADALUPE,25006.0,Culiacan,1,112,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,98.33333333333333,77.399445,92.00615056689341,Sin riesgo
6635,0,1,112,GUADALUPE,25006.0,Culiacan,1,112,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2007,75.16666666666667,75.61785,88.9307380952381,Sin riesgo
6635,0,1,112,GUADALUPE,25006.0,Culiacan,1,112,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,86.875,77.399445,92.00615056689341,Sin riesgo
6635,0,1,112,GUADALUPE,25006.0,Culiacan,1,112,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,89.16666666666667,75.42149,88.9307380952381,Sin riesgo
6635,0,1,112,GUADALUPE,25006.0,Culiacan,1,112,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,91.28571428571429,78.56992,92.00615056689341,Sin riesgo
6635,0,1,112,GUADALUPE,25006.0,Culiacan,1,112,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,91.33333333333333,75.53414,88.9307380952381,Sin riesgo
6635,0,1,112,GUADALUPE,25006.0,Culiacan,1,112,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,97.4,79.36617,92.00615056689341,Sin riesgo
6635,0,1,112,GUADALUPE,25006.0,Culiacan,1,112,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,95.83333333333333,78.638,88.9307380952381,Sin riesgo
6637,0,1,333,,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2006,77.33333333333333,75.09319,86.8643650793651,Sin riesgo
6637,0,1,333,,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,98.0,72.444374,86.8643650793651,Sin riesgo
6637,0,1,333,,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2007,40.833333333333336,71.629906,70.32071485260772,Sin riesgo
6637,0,1,333,,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,71.125,72.444374,86.8643650793651,Sin riesgo
6637,0,1,333,,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,77.85714285714286,71.43355,70.32071485260772,Sin riesgo
6637,0,1,333,,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,verano,2008,89.0,75.78931,90.30923809523807,Sin riesgo
6637,0,1,333,,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,83.66666666666667,74.04245,86.8643650793651,Sin riesgo
6637,0,1,333,,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,84.28571428571429,72.04677,70.32071485260772,Sin riesgo
6637,0,1,333,,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,verano,2009,95.0,77.38738,90.30923809523807,Sin riesgo
6637,0,1,333,,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,93.0,75.55501,86.8643650793651,Sin riesgo
6637,0,1,333,,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,73.14285714285714,74.89729,70.32071485260772,Sin riesgo
6637,0,1,333,,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,verano,2010,97.0,80.86738,90.30923809523807,Sin riesgo
6638,0,1,333,FRACC.,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2006,76.66666666666667,74.0846,75.01973941798943,Sin riesgo
6638,0,1,333,FRACC.,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,55.0,71.43578,75.01973941798943,Sin riesgo
6638,0,1,333,FRACC.,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2007,68.66666666666667,70.621315,73.33400850340136,Sin riesgo
6638,0,1,333,FRACC.,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,verano,2007,75.0,74.780716,64.70107142857142,En riesgo
6638,0,1,333,FRACC.,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,76.25,71.43578,75.01973941798943,Sin riesgo
6638,0,1,333,FRACC.,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,58.5,70.42496,73.33400850340136,Sin riesgo
6638,0,1,333,FRACC.,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,verano,2008,90.0,74.780716,64.70107142857142,En riesgo
6638,0,1,333,FRACC.,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,60.57142857142857,73.03386,75.01973941798943,Sin riesgo
6638,0,1,333,FRACC.,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,64.16666666666667,71.03818,73.33400850340136,Sin riesgo
6638,0,1,333,FRACC.,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,verano,2009,80.0,76.37879,64.70107142857142,En riesgo
6638,0,1,333,FRACC.,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,83.8,74.54642,75.01973941798943,Sin riesgo
6638,0,1,333,FRACC.,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,82.0,73.8887,73.33400850340136,Sin riesgo
6638,0,1,333,FRACC.,25006.0,Culiacan,1,333,INGENIERIA INDUSTRIAL,Industrial,verano,2010,0.0,75.32446,64.70107142857142,En riesgo
6639,0,1,128,EJIDAL,25006.0,Culiacan,1,128,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2006,87.0,72.73787,71.10047486772486,Sin riesgo
6639,0,1,128,EJIDAL,25006.0,Culiacan,1,128,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,51.666666666666664,69.098236,71.10047486772486,Sin riesgo
6639,0,1,128,EJIDAL,25006.0,Culiacan,1,128,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2007,26.0,66.774086,47.0867380952381,En riesgo
6639,0,1,128,EJIDAL,25006.0,Culiacan,1,128,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,64.83333333333333,69.55387,71.10047486772486,Sin riesgo
6639,0,1,128,EJIDAL,25006.0,Culiacan,1,128,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,63.25,67.03336,47.0867380952381,En riesgo
6639,0,1,128,EJIDAL,25006.0,Culiacan,1,128,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,43.75,67.28388,47.0867380952381,En riesgo
6639,0,1,128,EJIDAL,25006.0,Culiacan,1,128,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,74.33333333333333,72.73727,71.10047486772486,Sin riesgo
6639,0,1,128,EJIDAL,25006.0,Culiacan,1,128,INGENIERIA INDUSTRIAL,Industrial,verano,2010,90.0,81.04637,80.94168121693122,Sin riesgo
6640,0,1,107,ACUEDUCTO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2006,94.33333333333333,79.51418,89.0201010122153,Sin riesgo
6640,0,1,107,ACUEDUCTO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,89.42857142857143,77.003235,89.0201010122153,Sin riesgo
6640,0,1,107,ACUEDUCTO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2007,86.14285714285714,75.22164,79.17505714285716,Sin riesgo
6640,0,1,107,ACUEDUCTO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,79.42857142857143,77.003235,89.0201010122153,Sin riesgo
6640,0,1,107,ACUEDUCTO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,72.6,75.02528,79.17505714285716,Sin riesgo
6640,0,1,107,ACUEDUCTO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,verano,2008,85.0,78.523415,86.00450793650792,Sin riesgo
6640,0,1,107,ACUEDUCTO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,87.6,78.72181,89.0201010122153,Sin riesgo
6640,0,1,107,ACUEDUCTO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,78.57142857142857,75.68603,79.17505714285716,Sin riesgo
6640,0,1,107,ACUEDUCTO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,81.8,79.79767,89.0201010122153,Sin riesgo
6640,0,1,107,ACUEDUCTO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,85.0,79.069496,79.17505714285716,Sin riesgo
6640,0,1,107,ACUEDUCTO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,verano,2010,88.0,86.70387,86.00450793650792,Sin riesgo
6641,0,1,107,FRACC.,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2006,84.0,77.98961,80.83500016582516,Sin riesgo
6641,0,1,107,FRACC.,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,83.66666666666667,75.47866,80.83500016582516,Sin riesgo
6641,0,1,107,FRACC.,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2007,47.857142857142854,73.69707,68.95298688455765,En riesgo
6641,0,1,107,FRACC.,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,73.0,75.47866,80.83500016582516,Sin riesgo
6641,0,1,107,FRACC.,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,56.285714285714285,73.50071,68.95298688455765,En riesgo
6641,0,1,107,FRACC.,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,25.0,74.16145,68.95298688455765,En riesgo
6641,0,1,107,FRACC.,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,85.28571428571429,78.273094,80.83500016582516,Sin riesgo
6641,0,1,107,FRACC.,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,61.4,77.54492,68.95298688455765,En riesgo
6641,0,1,107,FRACC.,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,verano,2010,95.0,85.98533,63.94939682539683,En riesgo
6650,0,1,14,CENTRO,25011.0,Guasave,1,14,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2006,66.83333333333333,70.073746,61.74737698412699,En riesgo
6650,0,1,14,CENTRO,25011.0,Guasave,1,14,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,37.5,65.66278,61.74737698412699,En riesgo
6650,0,1,14,CENTRO,25011.0,Guasave,1,14,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2007,24.166666666666668,63.854412,51.135298185941046,En riesgo
6650,0,1,14,CENTRO,25011.0,Guasave,1,14,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,80.0,65.66278,61.74737698412699,En riesgo
6650,0,1,14,CENTRO,25011.0,Guasave,1,14,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,49.166666666666664,65.98866,61.74737698412699,En riesgo
6650,0,1,14,CENTRO,25011.0,Guasave,1,14,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,63.2,62.92609,51.135298185941046,En riesgo
6650,0,1,14,CENTRO,25011.0,Guasave,1,14,INGENIERIA INDUSTRIAL,Industrial,verano,2009,35.0,68.78877,47.241630952380945,En riesgo
6650,0,1,14,CENTRO,25011.0,Guasave,1,14,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,76.0,66.87307,61.74737698412699,En riesgo
6650,0,1,14,CENTRO,25011.0,Guasave,1,14,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,33.0,66.1449,51.135298185941046,En riesgo
6651,0,1,27,ACUEDUCTO,25006.0,Culiacan,1,27,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2006,71.66666666666667,75.27569,61.26902883597885,En riesgo
6651,0,1,27,ACUEDUCTO,25006.0,Culiacan,1,27,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,54.5,72.76474,61.26902883597885,En riesgo
6651,0,1,27,ACUEDUCTO,25006.0,Culiacan,1,27,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2007,85.5,70.14965,75.53227551020406,Sin riesgo
6651,0,1,27,ACUEDUCTO,25006.0,Culiacan,1,27,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,52.5,72.76474,61.26902883597885,En riesgo
6651,0,1,27,ACUEDUCTO,25006.0,Culiacan,1,27,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,63.833333333333336,69.95329,75.53227551020406,Sin riesgo
6651,0,1,27,ACUEDUCTO,25006.0,Culiacan,1,27,INGENIERIA INDUSTRIAL,Industrial,verano,2008,0.0,72.978195,20.95288253968254,En riesgo
6651,0,1,27,ACUEDUCTO,25006.0,Culiacan,1,27,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,67.71428571428571,74.24771,61.26902883597885,En riesgo
6651,0,1,27,ACUEDUCTO,25006.0,Culiacan,1,27,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,54.285714285714285,70.37843,75.53227551020406,Sin riesgo
6651,0,1,27,ACUEDUCTO,25006.0,Culiacan,1,27,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,66.4,75.45319,61.26902883597885,En riesgo
6651,0,1,27,ACUEDUCTO,25006.0,Culiacan,1,27,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,88.14285714285714,74.72502,75.53227551020406,Sin riesgo
6655,0,1,26,LOS ANGELES,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2006,75.16666666666667,74.93315,68.54987830687831,En riesgo
6655,0,1,26,LOS ANGELES,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,69.0,72.42221,68.54987830687831,En riesgo
6655,0,1,26,LOS ANGELES,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2007,83.5,69.80712,76.26371842231842,Sin riesgo
6655,0,1,26,LOS ANGELES,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,66.28571428571429,70.878265,68.54987830687831,En riesgo
6655,0,1,26,LOS ANGELES,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,78.83333333333333,68.06681,76.26371842231842,Sin riesgo
6655,0,1,26,LOS ANGELES,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,88.66666666666667,73.24942,68.54987830687831,En riesgo
6655,0,1,26,LOS ANGELES,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,85.4,69.38015,76.26371842231842,Sin riesgo
6655,0,1,26,LOS ANGELES,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,17.5,74.45198,68.54987830687831,En riesgo
6655,0,1,26,LOS ANGELES,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,56.333333333333336,73.7238,76.26371842231842,Sin riesgo
6655,0,1,26,LOS ANGELES,25006.0,Culiacan,1,26,INGENIERIA INDUSTRIAL,Industrial,verano,2010,70.0,81.7514,76.56780555555555,Sin riesgo
6657,0,1,183,VENUSTIANO,25012.0,Mazatlan,1,183,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2006,83.0,75.93249,73.8403527520099,Sin riesgo
6657,0,1,183,VENUSTIANO,25012.0,Mazatlan,1,183,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,70.6,71.2492,73.8403527520099,Sin riesgo
6657,0,1,183,VENUSTIANO,25012.0,Mazatlan,1,183,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2007,44.714285714285715,57.207165,49.391768707482996,En riesgo
6657,0,1,183,VENUSTIANO,25012.0,Mazatlan,1,183,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,65.2,71.11419,73.8403527520099,Sin riesgo
6657,0,1,183,VENUSTIANO,25012.0,Mazatlan,1,183,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,41.25,57.010807,49.391768707482996,En riesgo
6657,0,1,183,VENUSTIANO,25012.0,Mazatlan,1,183,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,79.6,73.46604,73.8403527520099,Sin riesgo
6657,0,1,183,VENUSTIANO,25012.0,Mazatlan,1,183,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,46.0,57.624012,49.391768707482996,En riesgo
6657,0,1,183,VENUSTIANO,25012.0,Mazatlan,1,183,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,69.71428571428571,74.08532,73.8403527520099,Sin riesgo
6657,0,1,183,VENUSTIANO,25012.0,Mazatlan,1,183,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,66.85714285714286,70.97094,49.391768707482996,En riesgo
6657,0,1,183,VENUSTIANO,25012.0,Mazatlan,1,183,INGENIERIA INDUSTRIAL,Industrial,verano,2010,92.5,84.78006,86.04144421768707,Sin riesgo
6665,0,1,107,ROSALES,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2006,75.16666666666667,70.68038,70.87775652125654,Sin riesgo
6665,0,1,107,ROSALES,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,52.166666666666664,68.20857,70.87775652125654,Sin riesgo
6665,0,1,107,ROSALES,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2007,46.0,66.42698,74.60145289855646,Sin riesgo
6665,0,1,107,ROSALES,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,verano,2007,90.0,71.40836,76.73752380952382,Sin riesgo
6665,0,1,107,ROSALES,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,60.5,68.20857,70.87775652125654,Sin riesgo
6665,0,1,107,ROSALES,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,58.285714285714285,66.23062,74.60145289855646,Sin riesgo
6665,0,1,107,ROSALES,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,verano,2008,70.0,70.868935,76.73752380952382,Sin riesgo
6665,0,1,107,ROSALES,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,82.0,75.81164,70.87775652125654,Sin riesgo
6665,0,1,107,ROSALES,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,70.71428571428571,72.97108,74.60145289855646,Sin riesgo
6665,0,1,107,ROSALES,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,verano,2009,80.5,78.84573,76.73752380952382,Sin riesgo
6665,0,1,107,ROSALES,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,77.5,76.8875,70.87775652125654,Sin riesgo
6665,0,1,107,ROSALES,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,70.42857142857143,76.354546,74.60145289855646,Sin riesgo
6665,0,1,107,ROSALES,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,verano,2010,89.0,84.93388,76.73752380952382,Sin riesgo
6667,0,2,118,INFONAVIT JOBORI,25006.0,Culiacan,1,118,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2006,68.66666666666667,77.17654,76.60276938775507,Sin riesgo
6667,0,2,118,INFONAVIT JOBORI,25006.0,Culiacan,1,118,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,60.714285714285715,74.52772,76.60276938775507,Sin riesgo
6667,0,2,118,INFONAVIT JOBORI,25006.0,Culiacan,1,118,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2007,66.16666666666667,72.81598,65.1024380952381,En riesgo
6667,0,2,118,INFONAVIT JOBORI,25006.0,Culiacan,1,118,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,51.5,74.52772,76.60276938775507,Sin riesgo
6667,0,2,118,INFONAVIT JOBORI,25006.0,Culiacan,1,118,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,61.4,72.61962,65.1024380952381,En riesgo
6667,0,2,118,INFONAVIT JOBORI,25006.0,Culiacan,1,118,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,83.57142857142857,76.43746,76.60276938775507,Sin riesgo
6667,0,2,118,INFONAVIT JOBORI,25006.0,Culiacan,1,118,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,66.0,73.620346,65.1024380952381,En riesgo
6667,0,2,118,INFONAVIT JOBORI,25006.0,Culiacan,1,118,INGENIERIA INDUSTRIAL,Industrial,verano,2009,83.0,80.19269,85.98290476190473,Sin riesgo
6667,0,2,118,INFONAVIT JOBORI,25006.0,Culiacan,1,118,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,86.0,78.00574,76.60276938775507,Sin riesgo
6667,0,2,118,INFONAVIT JOBORI,25006.0,Culiacan,1,118,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,65.0,76.661125,65.1024380952381,En riesgo
6667,0,2,118,INFONAVIT JOBORI,25006.0,Culiacan,1,118,INGENIERIA INDUSTRIAL,Industrial,verano,2010,90.0,85.44885,85.98290476190473,Sin riesgo
6669,0,2,107,LIBERTAD,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2006,95.33333333333333,83.05321,92.38638110593112,Sin riesgo
6669,0,2,107,LIBERTAD,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,86.0,80.54226,92.38638110593112,Sin riesgo
6669,0,2,107,LIBERTAD,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2007,89.85714285714286,78.093796,92.82795693327836,Sin riesgo
6669,0,2,107,LIBERTAD,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,86.0,80.54226,92.38638110593112,Sin riesgo
6669,0,2,107,LIBERTAD,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,85.0,77.89744,92.82795693327836,Sin riesgo
6669,0,2,107,LIBERTAD,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,verano,2008,80.0,82.535706,86.43558663003664,Sin riesgo
6669,0,2,107,LIBERTAD,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,90.83333333333333,82.394875,92.38638110593112,Sin riesgo
6669,0,2,107,LIBERTAD,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,74.16666666666667,78.841034,92.82795693327836,Sin riesgo
6669,0,2,107,LIBERTAD,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,84.2,82.41833,92.38638110593112,Sin riesgo
6669,0,2,107,LIBERTAD,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,92.0,81.90656,92.82795693327836,Sin riesgo
6670,0,1,144,MILITAR,25015.0,Guamuchil,1,144,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2006,90.33333333333333,79.70498,82.13801587301589,Sin riesgo
6670,0,1,144,MILITAR,25015.0,Guamuchil,1,144,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,67.0,77.05616,82.13801587301589,Sin riesgo
6670,0,1,144,MILITAR,25015.0,Guamuchil,1,144,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2007,83.83333333333333,76.24169,84.71188624338627,Sin riesgo
