clave_alumno,clave_carrera,sexo,prepa,colonia,municipio,ciudad,causa_salida,clave,nombre,corto,periodo_act,anio_ingreso_periodo,promedio,promedio_pred,promedioxperiodo,alumnoEnRiesgoBajoRendimiento
8082,2,1,432,DAUTILLOS,25018.0,Navolato,1,432,INGENIERIA MECANICA,Mecanica,ago-dic,2008,50.5,72.70896,68.64979504913077,En riesgo
8082,2,1,432,DAUTILLOS,25018.0,Navolato,1,432,INGENIERIA MECANICA,Mecanica,ene-jun,2008,53.42857142857143,72.04088,88.10079682539684,Sin riesgo
8082,2,1,432,DAUTILLOS,25018.0,Navolato,1,432,INGENIERIA MECANICA,Mecanica,ago-dic,2009,61.166666666666664,73.10235,68.64979504913077,En riesgo
8082,2,1,432,DAUTILLOS,25018.0,Navolato,1,432,INGENIERIA MECANICA,Mecanica,ene-jun,2009,78.83333333333333,72.37436,88.10079682539684,Sin riesgo
8082,2,1,432,DAUTILLOS,25018.0,Navolato,1,432,INGENIERIA MECANICA,Mecanica,ago-dic,2010,29.6,73.47888,68.64979504913077,En riesgo
8082,2,1,432,DAUTILLOS,25018.0,Navolato,1,432,INGENIERIA MECANICA,Mecanica,ene-jun,2010,63.714285714285715,73.459564,88.10079682539684,Sin riesgo
8084,2,1,107,EMILIANO ZAPATA,25006.0,Culiacan,1,107,INGENIERIA MECANICA,Mecanica,ago-dic,2007,85.0,77.40704,69.96068537414969,En riesgo
8084,2,1,107,EMILIANO ZAPATA,25006.0,Culiacan,1,107,INGENIERIA MECANICA,Mecanica,ago-dic,2008,53.142857142857146,77.40704,69.96068537414969,En riesgo
8084,2,1,107,EMILIANO ZAPATA,25006.0,Culiacan,1,107,INGENIERIA MECANICA,Mecanica,ene-jun,2008,62.5,76.357475,66.0317142857143,En riesgo
8084,2,1,107,EMILIANO ZAPATA,25006.0,Culiacan,1,107,INGENIERIA MECANICA,Mecanica,verano,2008,85.0,77.63319,76.66285714285713,Sin riesgo
8084,2,1,107,EMILIANO ZAPATA,25006.0,Culiacan,1,107,INGENIERIA MECANICA,Mecanica,ago-dic,2009,56.825,77.83083,69.96068537414969,En riesgo
8084,2,1,107,EMILIANO ZAPATA,25006.0,Culiacan,1,107,INGENIERIA MECANICA,Mecanica,ene-jun,2009,65.83333333333333,76.648384,66.0317142857143,En riesgo
8084,2,1,107,EMILIANO ZAPATA,25006.0,Culiacan,1,107,INGENIERIA MECANICA,Mecanica,ago-dic,2010,71.28571428571429,78.40443,69.96068537414969,En riesgo
8084,2,1,107,EMILIANO ZAPATA,25006.0,Culiacan,1,107,INGENIERIA MECANICA,Mecanica,ene-jun,2010,73.83333333333333,78.31465,66.0317142857143,En riesgo
8084,2,1,107,EMILIANO ZAPATA,25006.0,Culiacan,1,107,INGENIERIA MECANICA,Mecanica,verano,2010,70.0,82.17314,76.66285714285713,Sin riesgo
8085,2,1,121,CENTRO,25006.0,Culiacan,1,121,INGENIERIA MECANICA,Mecanica,ago-dic,2007,90.14285714285714,76.946915,86.05443650793651,Sin riesgo
8085,2,1,121,CENTRO,25006.0,Culiacan,1,121,INGENIERIA MECANICA,Mecanica,ago-dic,2008,87.0,76.946915,86.05443650793651,Sin riesgo
8085,2,1,121,CENTRO,25006.0,Culiacan,1,121,INGENIERIA MECANICA,Mecanica,ene-jun,2008,89.66666666666667,76.018326,88.66283015873017,Sin riesgo
8085,2,1,121,CENTRO,25006.0,Culiacan,1,121,INGENIERIA MECANICA,Mecanica,ago-dic,2009,89.83333333333333,77.370705,86.05443650793651,Sin riesgo
8085,2,1,121,CENTRO,25006.0,Culiacan,1,121,INGENIERIA MECANICA,Mecanica,ene-jun,2009,83.66666666666667,76.309235,88.66283015873017,Sin riesgo
8085,2,1,121,CENTRO,25006.0,Culiacan,1,121,INGENIERIA MECANICA,Mecanica,ago-dic,2010,82.83333333333333,78.109726,86.05443650793651,Sin riesgo
8085,2,1,121,CENTRO,25006.0,Culiacan,1,121,INGENIERIA MECANICA,Mecanica,ene-jun,2010,91.0,78.01743,88.66283015873017,Sin riesgo
8091,2,1,128,FRACC.,25006.0,Culiacan,1,128,INGENIERIA MECANICA,Mecanica,ago-dic,2007,94.57142857142857,77.80593,90.42802040816325,Sin riesgo
8091,2,1,128,FRACC.,25006.0,Culiacan,1,128,INGENIERIA MECANICA,Mecanica,ago-dic,2008,82.85714285714286,77.80593,90.42802040816325,Sin riesgo
8091,2,1,128,FRACC.,25006.0,Culiacan,1,128,INGENIERIA MECANICA,Mecanica,ene-jun,2008,92.42857142857143,76.87734,88.9979523809524,Sin riesgo
8091,2,1,128,FRACC.,25006.0,Culiacan,1,128,INGENIERIA MECANICA,Mecanica,ago-dic,2009,89.85714285714286,78.22972,90.42802040816325,Sin riesgo
8091,2,1,128,FRACC.,25006.0,Culiacan,1,128,INGENIERIA MECANICA,Mecanica,ene-jun,2009,84.85714285714286,77.16825,88.9979523809524,Sin riesgo
8091,2,1,128,FRACC.,25006.0,Culiacan,1,128,INGENIERIA MECANICA,Mecanica,ago-dic,2010,95.57142857142857,78.96874,90.42802040816325,Sin riesgo
8091,2,1,128,FRACC.,25006.0,Culiacan,1,128,INGENIERIA MECANICA,Mecanica,ene-jun,2010,90.14285714285714,78.87645,88.9979523809524,Sin riesgo
8093,2,1,27,FRACC.,25006.0,Culiacan,1,27,INGENIERIA MECANICA,Mecanica,ago-dic,2007,78.28571428571429,75.38356,70.17094897959183,Sin riesgo
8093,2,1,27,FRACC.,25006.0,Culiacan,1,27,INGENIERIA MECANICA,Mecanica,ago-dic,2008,62.0,75.38356,70.17094897959183,Sin riesgo
8093,2,1,27,FRACC.,25006.0,Culiacan,1,27,INGENIERIA MECANICA,Mecanica,ene-jun,2008,80.42857142857143,73.76696,76.75475714285713,Sin riesgo
8093,2,1,27,FRACC.,25006.0,Culiacan,1,27,INGENIERIA MECANICA,Mecanica,ago-dic,2009,72.4,75.73561,70.17094897959183,Sin riesgo
8093,2,1,27,FRACC.,25006.0,Culiacan,1,27,INGENIERIA MECANICA,Mecanica,ene-jun,2009,59.833333333333336,73.98613,76.75475714285713,Sin riesgo
8093,2,1,27,FRACC.,25006.0,Culiacan,1,27,INGENIERIA MECANICA,Mecanica,verano,2009,70.0,75.87444,72.66633333333334,Sin riesgo
8093,2,1,27,FRACC.,25006.0,Culiacan,1,27,INGENIERIA MECANICA,Mecanica,ago-dic,2010,50.666666666666664,76.43883,70.17094897959183,Sin riesgo
8093,2,1,27,FRACC.,25006.0,Culiacan,1,27,INGENIERIA MECANICA,Mecanica,ene-jun,2010,70.5,76.34905,76.75475714285713,Sin riesgo
8093,2,1,27,FRACC.,25006.0,Culiacan,1,27,INGENIERIA MECANICA,Mecanica,verano,2010,76.5,79.78609,72.66633333333334,Sin riesgo
8094,2,1,129,STANZA SOLARE,25006.0,Culiacan,1,129,INGENIERIA MECANICA,Mecanica,ago-dic,2007,62.0,74.24655,68.52898337115283,En riesgo
8094,2,1,129,STANZA SOLARE,25006.0,Culiacan,1,129,INGENIERIA MECANICA,Mecanica,ago-dic,2008,40.833333333333336,74.24655,68.52898337115283,En riesgo
8094,2,1,129,STANZA SOLARE,25006.0,Culiacan,1,129,INGENIERIA MECANICA,Mecanica,ene-jun,2008,64.66666666666667,73.31796,69.64317014200253,En riesgo
8094,2,1,129,STANZA SOLARE,25006.0,Culiacan,1,129,INGENIERIA MECANICA,Mecanica,verano,2008,75.5,74.548706,88.53933333333333,Sin riesgo
8094,2,1,129,STANZA SOLARE,25006.0,Culiacan,1,129,INGENIERIA MECANICA,Mecanica,ago-dic,2009,80.4,74.67034,68.52898337115283,En riesgo
8094,2,1,129,STANZA SOLARE,25006.0,Culiacan,1,129,INGENIERIA MECANICA,Mecanica,ene-jun,2009,55.0,73.60887,69.64317014200253,En riesgo
8094,2,1,129,STANZA SOLARE,25006.0,Culiacan,1,129,INGENIERIA MECANICA,Mecanica,ago-dic,2010,62.166666666666664,75.40936,68.52898337115283,En riesgo
8094,2,1,129,STANZA SOLARE,25006.0,Culiacan,1,129,INGENIERIA MECANICA,Mecanica,ene-jun,2010,75.4,75.31707,69.64317014200253,En riesgo
8095,2,1,60,LAZARO CARDENAS,25006.0,Culiacan,1,60,INGENIERIA MECANICA,Mecanica,ago-dic,2007,42.142857142857146,48.48884,40.035676870748304,En riesgo
8095,2,1,60,LAZARO CARDENAS,25006.0,Culiacan,1,60,INGENIERIA MECANICA,Mecanica,ago-dic,2008,65.66666666666667,48.48884,40.035676870748304,En riesgo
8095,2,1,60,LAZARO CARDENAS,25006.0,Culiacan,1,60,INGENIERIA MECANICA,Mecanica,ene-jun,2008,56.666666666666664,55.539013,51.03628571428571,En riesgo
8095,2,1,60,LAZARO CARDENAS,25006.0,Culiacan,1,60,INGENIERIA MECANICA,Mecanica,ago-dic,2009,14.0,48.196022,40.035676870748304,En riesgo
8095,2,1,60,LAZARO CARDENAS,25006.0,Culiacan,1,60,INGENIERIA MECANICA,Mecanica,ene-jun,2009,46.666666666666664,55.11331,51.03628571428571,En riesgo
8095,2,1,60,LAZARO CARDENAS,25006.0,Culiacan,1,60,INGENIERIA MECANICA,Mecanica,ago-dic,2010,65.0,50.410366,40.035676870748304,En riesgo
8095,2,1,60,LAZARO CARDENAS,25006.0,Culiacan,1,60,INGENIERIA MECANICA,Mecanica,ene-jun,2010,59.8,58.987366,51.03628571428571,En riesgo
8097,2,1,120,LOS ANGELES,25006.0,Culiacan,1,120,INGENIERIA MECANICA,Mecanica,ago-dic,2007,88.42857142857143,72.96359,68.94103344671201,En riesgo
8097,2,1,120,LOS ANGELES,25006.0,Culiacan,1,120,INGENIERIA MECANICA,Mecanica,ago-dic,2008,62.0,72.96359,68.94103344671201,En riesgo
8097,2,1,120,LOS ANGELES,25006.0,Culiacan,1,120,INGENIERIA MECANICA,Mecanica,ene-jun,2008,75.85714285714286,72.035,72.8086507936508,Sin riesgo
8097,2,1,120,LOS ANGELES,25006.0,Culiacan,1,120,INGENIERIA MECANICA,Mecanica,verano,2008,70.0,73.22177,75.821,Sin riesgo
8097,2,1,120,LOS ANGELES,25006.0,Culiacan,1,120,INGENIERIA MECANICA,Mecanica,ago-dic,2009,51.833333333333336,72.51008,68.94103344671201,En riesgo
8097,2,1,120,LOS ANGELES,25006.0,Culiacan,1,120,INGENIERIA MECANICA,Mecanica,ene-jun,2009,67.42857142857143,71.44861,72.8086507936508,Sin riesgo
8097,2,1,120,LOS ANGELES,25006.0,Culiacan,1,120,INGENIERIA MECANICA,Mecanica,verano,2009,83.0,72.76826,75.821,Sin riesgo
8097,2,1,120,LOS ANGELES,25006.0,Culiacan,1,120,INGENIERIA MECANICA,Mecanica,ago-dic,2010,76.16666666666667,73.24617,68.94103344671201,En riesgo
8097,2,1,120,LOS ANGELES,25006.0,Culiacan,1,120,INGENIERIA MECANICA,Mecanica,ene-jun,2010,78.66666666666667,73.15388,72.8086507936508,Sin riesgo
8101,2,1,95,FRACC.,25006.0,Culiacan,1,95,INGENIERIA MECANICA,Mecanica,ago-dic,2007,90.28571428571429,79.58581,84.12273144368856,Sin riesgo
8101,2,1,95,FRACC.,25006.0,Culiacan,1,95,INGENIERIA MECANICA,Mecanica,ago-dic,2008,90.4,79.58581,84.12273144368856,Sin riesgo
8101,2,1,95,FRACC.,25006.0,Culiacan,1,95,INGENIERIA MECANICA,Mecanica,ene-jun,2008,62.57142857142857,77.96921,75.3177095238095,Sin riesgo
8101,2,1,95,FRACC.,25006.0,Culiacan,1,95,INGENIERIA MECANICA,Mecanica,ago-dic,2009,74.0,80.0096,84.12273144368856,Sin riesgo
8101,2,1,95,FRACC.,25006.0,Culiacan,1,95,INGENIERIA MECANICA,Mecanica,ene-jun,2009,82.5,78.26012,75.3177095238095,Sin riesgo
8101,2,1,95,FRACC.,25006.0,Culiacan,1,95,INGENIERIA MECANICA,Mecanica,verano,2009,83.0,80.23574,82.11637074829932,Sin riesgo
8101,2,1,95,FRACC.,25006.0,Culiacan,1,95,INGENIERIA MECANICA,Mecanica,ago-dic,2010,73.16666666666667,80.51101,84.12273144368856,Sin riesgo
8101,2,1,95,FRACC.,25006.0,Culiacan,1,95,INGENIERIA MECANICA,Mecanica,ene-jun,2010,80.0,80.421234,75.3177095238095,Sin riesgo
8103,2,1,26,SANTA NATALIA,25006.0,Culiacan,1,26,INGENIERIA MECANICA,Mecanica,ago-dic,2007,75.28571428571429,66.79641,52.81674565381709,En riesgo
8103,2,1,26,SANTA NATALIA,25006.0,Culiacan,1,26,INGENIERIA MECANICA,Mecanica,ago-dic,2008,60.8,58.104336,52.81674565381709,En riesgo
8103,2,1,26,SANTA NATALIA,25006.0,Culiacan,1,26,INGENIERIA MECANICA,Mecanica,ene-jun,2008,64.42857142857143,66.27307,69.74802380952383,En riesgo
8103,2,1,26,SANTA NATALIA,25006.0,Culiacan,1,26,INGENIERIA MECANICA,Mecanica,verano,2008,0.0,58.23122,22.40166666666667,En riesgo
8103,2,1,26,SANTA NATALIA,25006.0,Culiacan,1,26,INGENIERIA MECANICA,Mecanica,ago-dic,2009,35.75,58.45638,52.81674565381709,En riesgo
8103,2,1,26,SANTA NATALIA,25006.0,Culiacan,1,26,INGENIERIA MECANICA,Mecanica,ene-jun,2009,30.0,67.742256,69.74802380952383,En riesgo
8103,2,1,26,SANTA NATALIA,25006.0,Culiacan,1,26,INGENIERIA MECANICA,Mecanica,ago-dic,2010,26.666666666666668,59.159607,52.81674565381709,En riesgo
8103,2,1,26,SANTA NATALIA,25006.0,Culiacan,1,26,INGENIERIA MECANICA,Mecanica,ene-jun,2010,76.66666666666667,70.10517,69.74802380952383,En riesgo
8106,2,1,142,LOMA LINDA,25002.0,Angostura,1,142,INGENIERIA MECANICA,Mecanica,ago-dic,2007,72.28571428571429,76.4784,52.01782698412698,En riesgo
8106,2,1,142,LOMA LINDA,25002.0,Angostura,1,142,INGENIERIA MECANICA,Mecanica,ago-dic,2008,55.142857142857146,76.4784,52.01782698412698,En riesgo
8106,2,1,142,LOMA LINDA,25002.0,Angostura,1,142,INGENIERIA MECANICA,Mecanica,ene-jun,2008,42.714285714285715,74.55499,45.910321560846576,En riesgo
8106,2,1,142,LOMA LINDA,25002.0,Angostura,1,142,INGENIERIA MECANICA,Mecanica,ago-dic,2009,52.5,76.90219,52.01782698412698,En riesgo
8106,2,1,142,LOMA LINDA,25002.0,Angostura,1,142,INGENIERIA MECANICA,Mecanica,ene-jun,2009,0.0,74.8459,45.910321560846576,En riesgo
8115,0,1,117,FRACC.,25006.0,Culiacan,1,117,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,79.33333333333333,78.80076,77.33888308665384,Sin riesgo
8115,0,1,117,FRACC.,25006.0,Culiacan,1,117,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,87.5,78.80076,77.33888308665384,Sin riesgo
8115,0,1,117,FRACC.,25006.0,Culiacan,1,117,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,87.16666666666667,77.59869,81.39485920218392,Sin riesgo
8115,0,1,117,FRACC.,25006.0,Culiacan,1,117,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,55.166666666666664,79.33072,77.33888308665384,Sin riesgo
8115,0,1,117,FRACC.,25006.0,Culiacan,1,117,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,73.5,77.995766,81.39485920218392,Sin riesgo
8115,0,1,117,FRACC.,25006.0,Culiacan,1,117,INGENIERIA INDUSTRIAL,Industrial,verano,2009,95.0,79.22851,76.8064126984127,Sin riesgo
8115,0,1,117,FRACC.,25006.0,Culiacan,1,117,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,88.0,82.96324,77.33888308665384,Sin riesgo
8115,0,1,117,FRACC.,25006.0,Culiacan,1,117,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,97.16666666666667,82.597466,81.39485920218392,Sin riesgo
8118,0,1,333,PRESIDENTES,25014.0,Rosario,1,333,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,87.16666666666667,79.792496,82.04507001133787,Sin riesgo
8118,0,1,333,PRESIDENTES,25014.0,Rosario,1,333,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,76.42857142857143,75.534386,82.04507001133787,Sin riesgo
8118,0,1,333,PRESIDENTES,25014.0,Rosario,1,333,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,87.28571428571429,72.8893,75.5568183106576,Sin riesgo
8118,0,1,333,PRESIDENTES,25014.0,Rosario,1,333,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,79.375,78.40989,82.04507001133787,Sin riesgo
8118,0,1,333,PRESIDENTES,25014.0,Rosario,1,333,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,92.14285714285714,73.417,75.5568183106576,Sin riesgo
8118,0,1,333,PRESIDENTES,25014.0,Rosario,1,333,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,84.33333333333333,82.52913,82.04507001133787,Sin riesgo
8118,0,1,333,PRESIDENTES,25014.0,Rosario,1,333,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,75.0,78.90175,75.5568183106576,Sin riesgo
8120,0,1,154,EJIDAL,25011.0,Guasave,1,154,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,88.83333333333333,75.66314,83.11803809523806,Sin riesgo
8120,0,1,154,EJIDAL,25011.0,Guasave,1,154,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,83.66666666666667,76.118774,83.11803809523806,Sin riesgo
8120,0,1,154,EJIDAL,25011.0,Guasave,1,154,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,62.857142857142854,74.16125,66.46507936507939,En riesgo
8120,0,1,154,EJIDAL,25011.0,Guasave,1,154,INGENIERIA INDUSTRIAL,Industrial,verano,2008,75.0,76.01656,76.31083333333333,Sin riesgo
8120,0,1,154,EJIDAL,25011.0,Guasave,1,154,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,65.625,77.05483,83.11803809523806,Sin riesgo
8120,0,1,154,EJIDAL,25011.0,Guasave,1,154,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,84.71428571428571,75.0374,66.46507936507939,En riesgo
8120,0,1,154,EJIDAL,25011.0,Guasave,1,154,INGENIERIA INDUSTRIAL,Industrial,verano,2009,85.0,76.95262,76.31083333333333,Sin riesgo
8120,0,1,154,EJIDAL,25011.0,Guasave,1,154,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,85.16666666666667,80.29419,83.11803809523806,Sin riesgo
8120,0,1,154,EJIDAL,25011.0,Guasave,1,154,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,60.714285714285715,80.234604,66.46507936507939,En riesgo
8120,0,1,154,EJIDAL,25011.0,Guasave,1,154,INGENIERIA INDUSTRIAL,Industrial,verano,2010,100.0,80.601006,76.31083333333333,Sin riesgo
8122,0,1,107,INDUSTRIAL EL PALMITO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,71.83333333333333,78.63331,78.88219444444445,Sin riesgo
8122,0,1,107,INDUSTRIAL EL PALMITO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,73.33333333333333,78.63331,78.88219444444445,Sin riesgo
8122,0,1,107,INDUSTRIAL EL PALMITO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,85.66666666666667,78.376724,89.8821507936508,Sin riesgo
8122,0,1,107,INDUSTRIAL EL PALMITO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,verano,2008,70.0,78.157364,74.18203174603174,Sin riesgo
8122,0,1,107,INDUSTRIAL EL PALMITO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,89.5,80.47333,78.88219444444445,Sin riesgo
8122,0,1,107,INDUSTRIAL EL PALMITO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,93.83333333333333,79.3219,89.8821507936508,Sin riesgo
8122,0,1,107,INDUSTRIAL EL PALMITO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,82.83333333333333,83.68707,78.88219444444445,Sin riesgo
8122,0,1,107,INDUSTRIAL EL PALMITO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,89.33333333333333,83.88167,89.8821507936508,Sin riesgo
8123,0,1,166,BRACILITOS,25006.0,Culiacan,1,166,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,59.0,79.16037,86.71085714285714,Sin riesgo
8123,0,1,166,BRACILITOS,25006.0,Culiacan,1,166,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,91.85714285714286,79.16037,86.71085714285714,Sin riesgo
8123,0,1,166,BRACILITOS,25006.0,Culiacan,1,166,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,89.2,78.45202,81.39408333333337,Sin riesgo
8123,0,1,166,BRACILITOS,25006.0,Culiacan,1,166,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,94.28571428571429,80.09643,86.71085714285714,Sin riesgo
8123,0,1,166,BRACILITOS,25006.0,Culiacan,1,166,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,88.375,79.32817,81.39408333333337,Sin riesgo
8123,0,1,166,BRACILITOS,25006.0,Culiacan,1,166,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,86.5,83.61752,86.71085714285714,Sin riesgo
8123,0,1,166,BRACILITOS,25006.0,Culiacan,1,166,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,74.28571428571429,83.55794,81.39408333333337,Sin riesgo
8125,0,2,22,FRACC.,25006.0,Culiacan,1,22,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,93.83333333333333,84.59467,90.20395748299319,Sin riesgo
8125,0,2,22,FRACC.,25006.0,Culiacan,1,22,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,89.0,84.59467,90.20395748299319,Sin riesgo
8125,0,2,22,FRACC.,25006.0,Culiacan,1,22,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,75.16666666666667,81.32647,84.91207142857145,Sin riesgo
8125,0,2,22,FRACC.,25006.0,Culiacan,1,22,INGENIERIA INDUSTRIAL,Industrial,verano,2008,88.0,83.33053,83.48473015873016,Sin riesgo
8125,0,2,22,FRACC.,25006.0,Culiacan,1,22,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,88.83333333333333,85.84154,90.20395748299319,Sin riesgo
8125,0,2,22,FRACC.,25006.0,Culiacan,1,22,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,86.42857142857143,82.44045,84.91207142857145,Sin riesgo
8125,0,2,22,FRACC.,25006.0,Culiacan,1,22,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,90.14285714285714,86.50281,90.20395748299319,Sin riesgo
8125,0,2,22,FRACC.,25006.0,Culiacan,1,22,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,94.42857142857143,84.06843,84.91207142857145,Sin riesgo
8125,0,2,22,FRACC.,25006.0,Culiacan,1,22,INGENIERIA INDUSTRIAL,Industrial,verano,2010,79.0,87.32597,83.48473015873016,Sin riesgo
8130,0,2,107,21 DE MARZO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,73.33333333333333,86.2786,84.55346064814816,Sin riesgo
8130,0,2,107,21 DE MARZO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,84.0,86.2786,84.55346064814816,Sin riesgo
8130,0,2,107,21 DE MARZO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,86.33333333333333,85.206924,90.95208333333333,Sin riesgo
8130,0,2,107,21 DE MARZO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,verano,2008,75.0,86.21295,79.06374999999998,Sin riesgo
8130,0,2,107,21 DE MARZO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,83.125,87.76107,84.55346064814816,Sin riesgo
8130,0,2,107,21 DE MARZO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,94.125,86.55651,90.95208333333333,Sin riesgo
8130,0,2,107,21 DE MARZO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,verano,2009,70.0,88.06915,79.06374999999998,Sin riesgo
8130,0,2,107,21 DE MARZO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,95.0,88.31899,84.55346064814816,Sin riesgo
8130,0,2,107,21 DE MARZO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,93.0,88.08114,90.95208333333333,Sin riesgo
8130,0,2,107,21 DE MARZO,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,verano,2010,92.5,90.34065,79.06374999999998,Sin riesgo
8131,0,1,107,SALVADOR,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,75.66666666666667,78.73236,83.98810648148148,Sin riesgo
8131,0,1,107,SALVADOR,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,85.83333333333333,79.33141,83.98810648148148,Sin riesgo
8131,0,1,107,SALVADOR,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,85.16666666666667,78.00837,86.33013888888891,Sin riesgo
8131,0,1,107,SALVADOR,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,79.25,80.40947,83.98810648148148,Sin riesgo
8131,0,1,107,SALVADOR,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,88.25,78.95354,86.33013888888891,Sin riesgo
8131,0,1,107,SALVADOR,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,84.5,83.87657,83.98810648148148,Sin riesgo
8131,0,1,107,SALVADOR,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2010,86.0,83.513306,86.33013888888891,Sin riesgo
8131,0,1,107,SALVADOR,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,verano,2010,100.0,84.09163,93.52478703703704,Sin riesgo
8132,0,1,107,LAS GRANJAS,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2007,75.0,79.420815,71.58249841269843,Sin riesgo
8132,0,1,107,LAS GRANJAS,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2008,47.6,79.420815,71.58249841269843,Sin riesgo
8132,0,1,107,LAS GRANJAS,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2008,45.0,78.09776,74.76588888888888,Sin riesgo
8132,0,1,107,LAS GRANJAS,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2009,36.25,80.49887,71.58249841269843,Sin riesgo
8132,0,1,107,LAS GRANJAS,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ene-jun,2009,88.25,79.04294,74.76588888888888,Sin riesgo
8132,0,1,107,LAS GRANJAS,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,verano,2009,85.0,80.39666,83.18159523809523,Sin riesgo
8132,0,1,107,LAS GRANJAS,25006.0,Culiacan,1,107,INGENIERIA INDUSTRIAL,Industrial,ago-dic,2010,90.83333333333333,84.82373,71.58249841269843,Sin riesgo
