clave_alumno,clave_carrera,sexo,prepa,colonia,municipio,ciudad,ingreso,termino,causa_salida,nombre,corto,ultimo_digito,periodo,anio_ingreso,riesgo_bajo_rendimiento,riesgo_predicho
7133,2,1,117,LOMA LINDA,25006.0,Culiacan,2063.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2006,0,0
7135,2,1,120,CHULAVISTA,25006.0,Culiacan,2063.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2006,0,0
7136,2,1,162,CENTRO,25004.0,Concordia,2063.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2006,0,0
7137,2,1,347,CENTRO,25004.0,Concordia,2063.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2006,0,0
7138,2,1,107,FOVISSSTE PLAYA AZUL,25006.0,Culiacan,2063.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2006,0,0
7139,2,1,349,CENTRO,25012.0,Mazatlan,2063.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2006,0,0
7140,2,1,117,ISSSTESIN,25006.0,Culiacan,2063.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2006,0,0
7141,2,1,353,CANACO,25006.0,Culiacan,2063.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2006,0,0
7143,2,1,357,SAN MIGUEL,25006.0,Culiacan,2063.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2006,0,0
7145,2,1,360,CHAPULTEPEC,25006.0,Culiacan,2063.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2006,0,0
7260,2,1,154,,25011.0,Guasave,2063.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2006,0,0
7262,2,1,120,SANTA NATALIA,25006.0,Culiacan,2063.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2006,0,0
7294,2,1,107,SAN MIGUEL,25006.0,Culiacan,2063.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2006,0,0
8008,2,1,117,LIBERTAD,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8012,2,1,26,FRACC.,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8016,2,1,117,FRACC.,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8017,2,1,65,BUENOS AIRES,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8022,2,1,153,FRACC.,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8025,2,1,47,FRACC.,25011.0,Guasave,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8026,2,1,118,BUGAMBILIAS,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8027,2,1,118,CAMPESINA,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8029,2,1,127,SANTA NATALIA,25018.0,Navolato,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8030,2,1,107,CHAPULTEPEC,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8032,2,1,107,GUADALUPE,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8034,2,1,25,SAN MIGUEL,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8035,2,1,24,EMILIANO ZAPATA,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8039,2,1,117,EMILIANO ZAPATA,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8040,2,2,25,SAN MIGUEL,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8041,2,1,121,LIBERTAD,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8044,2,1,107,INDEPENDENCIA,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8046,2,1,153,CANACO,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8048,2,2,66,CENTRO,25013.0,Mocorito,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8050,2,1,417,MONTSERRAT,25018.0,Navolato,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8051,2,1,107,ACUEDUCTO,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8052,2,1,118,JUNTAS,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8058,2,1,121,LOMBARDO,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8059,2,1,14,ESTADIO,25011.0,Guasave,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8063,2,1,0,FERROCARRILERA,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8064,2,1,32,LEOPOLDO,25005.0,Cosala,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8065,2,1,153,CANACO,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8072,2,1,27,BUGAMBILIAS,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8074,2,1,27,BUGAMBILIAS,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8075,2,1,112,JUAREZ,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8076,2,1,107,EL WALAMO,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8077,2,1,117,FRACC.,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8078,2,1,112,CENTRO,25013.0,Mocorito,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8080,2,1,431,CENTRO,25011.0,Guasave,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8082,2,1,432,DAUTILLOS,25018.0,Navolato,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8084,2,1,107,EMILIANO ZAPATA,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8085,2,1,121,CENTRO,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8086,2,1,0,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8091,2,1,128,FRACC.,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8093,2,1,27,FRACC.,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8094,2,1,129,STANZA SOLARE,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8095,2,1,60,LAZARO CARDENAS,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8097,2,1,120,LOS ANGELES,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8100,2,1,225,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8101,2,1,95,FRACC.,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8103,2,1,26,SANTA NATALIA,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8106,2,1,142,LOMA LINDA,25002.0,Angostura,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8211,2,1,72,LOMA LINDA,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8364,2,2,127,NAYARIT,25018.0,Navolato,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8385,2,1,0,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8398,2,1,0,,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8400,2,1,0,LOS ANGELES,25006.0,Culiacan,2073.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2007,0,0
8901,2,1,128,EJIDAL,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8904,2,2,26,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8906,2,1,31,CENTRO,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8909,2,1,352,,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8910,2,1,26,TOLEDO,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8914,2,1,71,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8916,2,1,107,LOS ANGELES,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8922,2,1,143,CONOCIDA,25002.0,Angostura,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8923,2,1,107,MONTSERRAT,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8924,2,2,475,CAMPESTRE,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8926,2,1,4,RANCHO,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8927,2,1,117,SAN FRANCISCO,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8928,2,1,107,ACUEDUCTO,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8930,2,1,46,CONOCIDA,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8932,2,1,121,INFONAVIT JOBORI,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8937,2,1,117,TOLEDO,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8940,2,1,116,,25013.0,Mocorito,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8941,2,1,432,CONOCIDA,25018.0,Navolato,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8942,2,1,221,TORRES PORTA ALEGRE,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8944,2,1,153,BUGAMBILIAS,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8946,2,1,129,STANZA SOLARE,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8948,2,1,71,INFONAVIT BARRANCOS,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8952,2,1,27,INFONAVIT JOBORI,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8954,2,1,122,AGUAJITO,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8956,2,1,10,INDEPENDENCIA,25011.0,Guasave,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8962,2,2,107,FERROCARRILERA,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8963,2,1,107,GUADALUPE,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8964,2,1,131,ARROYITOS,25008.0,La Cruz,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8965,2,1,107,SAN MIGUEL,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8967,2,1,29,CONOCIDA,25018.0,Navolato,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8974,2,2,153,PRIMAVERA,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8975,2,1,116,,25013.0,Mocorito,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8976,2,1,71,INFONAVIT COCA COLA,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8978,2,1,103,CONOCIDA,25018.0,Navolato,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8979,2,1,29,CONOCIDO,25018.0,Navolato,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8980,2,1,117,EL TORO,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8981,2,1,153,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8983,2,1,121,EL WALAMO,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8986,2,1,145,REVOLUCION,25011.0,Guasave,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8987,2,1,144,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8988,2,1,105,VILLAS,25001.0,Los Mochis,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8989,2,1,112,CHUTAMONAS,25015.0,Guamuchil,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8990,2,1,116,LOS ANGELES,25018.0,Navolato,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8991,2,1,153,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8992,2,1,25,GUADALUPE,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8994,2,1,129,CANARIAS,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
8996,2,1,153,LOS ROBLES,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
9000,2,1,154,CONOCIDO,25011.0,Guasave,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
9002,2,1,129,STANZA SOLARE,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
9003,2,1,71,BUGAMBILIAS,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
9006,2,1,432,DAUTILLOS,25018.0,Navolato,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
9363,2,1,495,CHULAVISTA,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
9365,2,1,153,VILLAS,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
9482,2,1,26,INFONAVIT JOBORI,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
9484,2,1,27,SAN LUIS II,25006.0,Culiacan,2083.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2008,0,0
9992,2,1,352,TAMAZULA,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
9993,2,1,71,GUADALUPE,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
9997,2,1,352,BUROCRATA,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
9998,2,1,112,FOVISSSTE PLAYA AZUL,25015.0,Guamuchil,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10000,2,1,166,CAMPESTRE,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10003,2,1,112,MILITAR,25015.0,Guamuchil,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10004,2,1,169,FRAC.NAKAYAMA,25011.0,Guasave,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10005,2,1,20,CENTRO,25013.0,Mocorito,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10006,2,1,121,CONCHAS,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10007,2,1,145,GUADALUPE,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10008,2,1,491,CONOCIDO,25018.0,Navolato,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10009,2,1,15,FRACC.,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10011,2,1,116,,25013.0,Mocorito,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10012,2,1,119,FOVISSSTE PLAYA AZUL,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10013,2,1,113,HUMAYA,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10016,2,1,149,EMILIANO ZAPATA,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10017,2,1,107,INFONAVIT JOBORI,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10019,2,1,107,REPUBLICA MEXICANA,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10020,2,1,107,LOS ANGELES,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10022,2,1,117,TOLEDO,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10023,2,1,71,PLUTARCO ELIAS CALLES,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10024,2,1,131,MARGARITAS,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10025,2,1,30,STANZA SOLARE,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10026,2,1,10,LOMA LINDA,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10028,2,2,153,FOVISSSTE PLAYA AZUL,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10029,2,1,20,,25013.0,Mocorito,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10031,2,1,153,CAMPESTRE,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10034,2,1,107,LIBERTAD,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10036,2,1,71,LIBERTAD,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10042,2,1,121,SOLIDARIDAD,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10046,2,1,98,LA HIGUERAS,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10047,2,1,107,ROSALES,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10048,2,1,71,GUADALUPE,25002.0,Angostura,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10049,2,1,70,PRIMAVERA,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10051,2,1,107,COMPUERTAS,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10052,2,1,154,SAN IGNACIO,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10055,2,1,112,,25002.0,Angostura,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10058,2,1,117,INFONAVIT JOBORI,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10059,2,1,152,LOS ANGELES,25001.0,Los Mochis,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10060,2,1,118,GUADALUPE,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10483,2,1,71,EJIDAL,25013.0,Mocorito,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10489,2,1,62,,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10497,2,1,140,,25011.0,Guasave,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10552,2,1,65,VILLA DEL REAL,25006.0,Culiacan,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
10555,2,1,51,,25014.0,Rosario,2093.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2009,0,0
11059,2,2,661,UNIVERSIDAD 94,25006.0,Culiacan,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11060,2,1,98,INFONAVIT JOBORI,25006.0,Culiacan,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11129,2,1,153,VILLAS,25006.0,Culiacan,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11130,2,1,27,GUADALUPE,25006.0,Culiacan,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11132,2,1,45,MONTSERRAT,25006.0,Culiacan,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11133,2,1,107,FRACC.,25006.0,Culiacan,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11134,2,1,107,CENTRO,25006.0,Culiacan,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11137,2,1,131,MIRAMAR,25008.0,La Cruz,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11139,2,1,107,EJIDAL,25006.0,Culiacan,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11140,2,1,22,TIERRA BLANCA,25006.0,Culiacan,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11141,2,1,32,HIGUERAS DE CAMPANA,25005.0,Cosala,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11142,2,1,45,PIPILA,25006.0,Culiacan,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11144,2,1,27,MONTSERRAT,25006.0,Culiacan,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11145,2,1,107,ANTONIO TOLEDO CORRO,25006.0,Culiacan,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11146,2,1,17,,25002.0,Angostura,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11147,2,1,33,MIRAMAR,25008.0,La Cruz,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11148,2,1,29,,25018.0,Navolato,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11149,2,1,131,CASCADAS,25008.0,La Cruz,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11150,2,1,189,LA SIRENA,25006.0,Culiacan,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11151,2,2,117,FRACC. SAN VALENTINO,25006.0,Culiacan,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11152,2,1,71,CAPISTRANO II,25006.0,Culiacan,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11153,2,1,169,ALAMITO Y CAIMANERO,25011.0,Guasave,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11154,2,1,27,FRACC.,25006.0,Culiacan,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11156,2,1,26,VILLAS,25006.0,Culiacan,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11157,2,1,117,SANTA NATALIA,25006.0,Culiacan,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
11158,2,1,71,REPUBLICA MEXICANA,25006.0,Culiacan,2103.0,,1,INGENIERIA MECANICA,Mecanica,3.0,ago-dic,2010,0,0
