clave_alumno,clave_carrera,sexo,prepa,colonia,municipio,ciudad,ingreso,termino,causa_salida,nombre,corto,ultimo_digito,periodo,anio_ingreso,riesgo_bajo_rendimiento,riesgo_predicho
8647,0,1,107,21 DE MARZO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8648,0,1,117,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8649,0,1,113,COLONIA AGRICOLA MEXICO,25002.0,Angostura,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8653,0,1,351,CENTRO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8654,0,1,79,ACUEDUCTO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8655,0,1,65,FELIPE,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8657,0,2,153,MONTSERRAT,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8658,0,1,153,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8659,0,2,107,LOMA LINDA,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8663,0,1,153,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8664,0,1,27,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8666,0,1,98,EL WALAMO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8669,0,1,117,MEZQUITILLO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8672,0,1,117,SAN MIGUEL,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8673,0,2,153,MONTSERRAT,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8674,0,2,26,EL WALAMO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8675,0,1,95,INFONAVIT JOBORI,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8676,0,2,27,SALVADOR,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8677,0,1,50,CENTRO,25016.0,San Ignacio,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8682,0,1,117,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8683,0,2,339,CAMPESTRE,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8684,0,2,26,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8688,0,1,156,ALCANFORES,25018.0,Navolato,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8690,0,2,153,SAN JOAQUIN,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8691,0,2,31,CONOCIDA,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8694,0,1,22,SAN IGNACIO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8699,0,1,71,MONTSERRAT,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8701,0,1,29,CHULAVISTA,25018.0,Navolato,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8703,0,2,94,INSURGENTES,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8704,0,1,27,INFONAVIT JOBORI,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8706,0,2,153,ISSSTESIN,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8708,0,1,153,VALLE VERDE,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8713,0,1,97,MORELOS,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8714,0,1,154,CONOCIDA,25011.0,Guasave,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8716,0,1,92,EL WALAMO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8717,0,2,108,CONCHAS,25009.0,Escuinapa,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8720,0,2,153,HUMAYA,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8721,0,2,95,CAMPESTRE,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8722,0,1,118,SAN MIGUEL,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8724,0,1,107,LOMA LINDA,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8726,0,2,339,SAN FRANCISCO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8731,0,1,121,SAN JOAQUIN,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8733,0,2,14,CONOCIDA,25011.0,Guasave,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8734,0,2,127,OBRERA,25018.0,Navolato,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8735,0,1,10,INFONAVIT JOBORI,25011.0,Guasave,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8737,0,2,29,HERIBERTO,25018.0,Navolato,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8738,0,2,183,LOS ANGELES,25012.0,Mazatlan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8739,0,2,121,PRODENSA,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8740,0,2,117,PLUTARCO ELIAS CALLES,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8741,0,1,117,EL WALAMO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8742,0,2,107,EMILIANO ZAPATA,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8744,0,1,107,LOS ANGELES,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8746,0,2,107,BARRANCOS,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8748,0,1,98,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8750,0,2,70,JUNTAS,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8752,0,1,145,FRACC.,25011.0,Guasave,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8753,0,1,349,FRACC.,25012.0,Mazatlan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8754,0,2,107,LA HIGUERAS,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8755,0,1,153,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8756,0,1,127,BACHIMETO,25018.0,Navolato,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8757,0,1,117,LIBERTAD,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8758,0,1,127,EJIDAL,25018.0,Navolato,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8760,0,1,156,ALTABRISA,25018.0,Navolato,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8761,0,1,121,SAN JOAQUIN,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8762,0,2,107,SAN MIGUEL,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8764,0,1,153,SAN JOAQUIN,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8765,0,1,26,VILLA DEL REAL,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8766,0,1,27,VILLA DEL REAL,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8768,0,2,27,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8771,0,2,118,FLAMINGOS,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
8905,0,1,121,ISSSTESIN,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9078,0,1,27,AGUAJITO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9103,0,2,27,PRIMAVERA,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9109,0,1,98,CONCHAS,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9113,0,1,98,CONCHAS,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9115,0,1,70,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9121,0,1,107,GUADALUPE,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9128,0,1,70,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9132,0,1,183,EL WALAMO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9135,0,1,113,AGRICOLA,25002.0,Angostura,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9152,0,2,27,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9157,0,2,65,LOS ANGELES,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9175,0,2,107,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9204,0,1,92,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9230,0,1,26,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9366,0,1,129,CANARIAS,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9368,0,1,143,CENTRO,25002.0,Angostura,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9371,0,1,127,NAYARIT,25018.0,Navolato,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9373,0,1,117,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9376,0,2,153,INFONAVIT JOBORI,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9382,0,1,120,ALCANFORES,25018.0,Navolato,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9389,0,2,117,VALLE VERDE,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9391,0,2,153,NUEVO HORIZONTE,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9392,0,2,26,CONCHAS,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9394,0,2,107,SALVADOR,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9395,0,2,128,PRODENSA,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9396,0,2,153,INFONAVIT JOBORI,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9397,0,2,112,FRACC.,25015.0,Guamuchil,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9398,0,1,107,ACUEDUCTO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9401,0,2,97,MONTSERRAT,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9403,0,1,153,SAN IGNACIO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9404,0,1,0,BUGAMBILIAS,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9409,0,2,107,PRIMAVERA,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9413,0,2,228,RANCHO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9414,0,2,91,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9415,0,1,107,POPULAR,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9418,0,2,0,LOS ROBLES,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9419,0,1,0,LOS ANGELES,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9435,0,1,24,21 DE MARZO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9448,0,2,0,LAS GRANJAS,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9458,0,2,0,PRIMAVERA,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9460,0,1,163,INFONAVIT COCA COLA,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9463,0,1,0,LA CONSTANCIA,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9466,0,2,0,AZUCARERA,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9467,0,2,0,BALCONES DE NUEVO CULIACAN,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9468,0,2,0,FRACC.,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9470,0,1,0,SAN MIGUEL,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9473,0,1,0,EJIDAL,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9475,0,1,0,INFONAVIT JOBORI,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9477,0,1,0,TOBOLOTO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9478,0,2,0,INFONAVIT JOBORI,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9491,0,2,0,GABRIEL LEYVA VELAZQUEZ,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9499,0,1,0,FINISTERRA,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9500,0,1,0,MORELOS,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9502,0,1,0,SAN FRANCISCO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9507,0,1,120,EL TORO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9513,0,1,0,EL WALAMO,25006.0,Culiacan,2083.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2008,0,0
9520,0,2,193,CAPISTRANO II,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9521,0,1,143,MONTSERRAT,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9524,0,1,71,TORRES PORTA ALEGRE,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9527,0,2,107,LOMA LINDA,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9529,0,1,119,INFONAVIT JOBORI,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9531,0,1,156,BACHOCO,25018.0,Navolato,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9537,0,1,71,PLUTARCO ELIAS CALLES,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9539,0,1,118,PRODENSA,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9540,0,1,120,VILLA DEL REAL,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9541,0,1,123,INDUSTRIAL BRAVO,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9542,0,1,71,CENTRO,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9548,0,2,118,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9550,0,1,143,FOVISSSTE PLAYA AZUL,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9551,0,1,121,INFONAVIT COCA COLA,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9552,0,1,118,LAZARO,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9553,0,1,26,ROSALES,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9554,0,1,481,INFONAVIT JOBORI,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9557,0,1,129,CENTRO,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9560,0,1,62,PUEBLOS,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9563,0,1,65,AQUILES SERDAN,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9566,0,1,121,MONTSERRAT,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9567,0,2,70,BUGAMBILIAS,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9568,0,1,128,COL. MARIANO ESCOBEDO,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9570,0,1,121,HUMAYA,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9582,0,1,468,INFONAVIT JOBORI,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9585,0,1,73,FRACC.,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9591,0,2,141,INFONAVIT JOBORI,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9596,0,1,70,FRACC.,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9597,0,1,127,BARIOMETO,25018.0,Navolato,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9602,0,1,144,CUAUHTEMOC,25015.0,Guamuchil,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9606,0,1,0,AGRICOLA,25002.0,Angostura,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9617,0,1,163,4 DE MARZO,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9619,0,2,129,STANZA SOLARE,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9623,0,2,65,LOMA LINDA,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9630,0,1,26,LOMA LINDA,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9636,0,1,107,21 DE MARZO,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9637,0,2,153,BACHIGUALATO,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9638,0,1,107,GUADALUPE,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9640,0,2,27,GUADALUPE,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9643,0,2,107,GUADALUPE,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9644,0,2,129,CANARIAS,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9645,0,1,71,FRACC.,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9646,0,2,63,MARGARITAS,25018.0,Navolato,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9700,0,2,61,EL CID,25018.0,Navolato,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9702,0,2,107,BUGAMBILIAS,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9709,0,2,166,EJIDAL,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9715,0,2,45,TERRANOVA PLUS,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9721,0,1,10,MAKARENCO,25011.0,Guasave,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9722,0,1,0,MONTSERRAT,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9723,0,1,119,BUENOS AIRES,25006.0,Culiacan,2091.0,,1,INGENIERIA INDUSTRIAL,Industrial,1.0,ene-jun,2009,0,0
9735,0,2,107,FRACC.,25006.0,Culiacan,2093.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2009,0,0
9737,0,1,107,SERVIDOR,25006.0,Culiacan,2093.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2009,0,0
9739,0,1,117,LOMA LINDA,25006.0,Culiacan,2093.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2009,0,0
9741,0,1,107,SAN MIGUEL,25006.0,Culiacan,2093.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2009,0,0
9742,0,1,97,MORELOS,25006.0,Culiacan,2093.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2009,0,0
9743,0,1,143,CENTRO,25002.0,Angostura,2093.0,,1,INGENIERIA INDUSTRIAL,Industrial,3.0,ago-dic,2009,0,0
